Step,Normal_Reward_Eps_0,Normal_Reward_Eps_0.01,Normal_Reward_Eps_0.1,Binomial_Reward_Eps_0,Binomial_Reward_Eps_0.01,Binomial_Reward_Eps_0.1,Bernoulli_Reward_Eps_0,Bernoulli_Reward_Eps_0.01,Bernoulli_Reward_Eps_0.1,Normal_Opt_Eps_0,Normal_Opt_Eps_0.01,Normal_Opt_Eps_0.1,Binomial_Opt_Eps_0,Binomial_Opt_Eps_0.01,Binomial_Opt_Eps_0.1,Bernoulli_Opt_Eps_0,Bernoulli_Opt_Eps_0.01,Bernoulli_Opt_Eps_0.1
435,1.615257539688348,7.928952732426914,9.152072311920673,6.826,8.624,9.246,0.102,0.388,0.684,0.0,0.318,0.872,0.0,0.304,0.758,0.0,0.242,0.834
436,1.5233904861968461,7.988428454699066,9.009219836863481,6.952,8.558,9.374,0.088,0.384,0.662,0.0,0.318,0.856,0.0,0.29,0.784,0.0,0.24,0.848
437,1.5117579718752674,8.049894598199074,9.184172710178412,6.994,8.574,9.29,0.066,0.408,0.652,0.0,0.318,0.886,0.0,0.296,0.77,0.0,0.242,0.844
438,1.5334314400835105,7.972485912627786,9.23031588262659,6.832,8.694,9.256,0.124,0.362,0.72,0.0,0.32,0.884,0.0,0.3,0.762,0.0,0.246,0.854
439,1.5775927289972864,8.049004506057877,9.130090206811934,6.776,8.656,9.314,0.104,0.418,0.674,0.0,0.312,0.872,0.0,0.296,0.77,0.0,0.246,0.832
440,1.5605780840913133,8.00415696097402,9.28052351169869,6.854,8.7,9.256,0.084,0.382,0.682,0.0,0.318,0.878,0.0,0.3,0.762,0.0,0.246,0.838
441,1.6499701846650492,8.005432698423823,9.126805927470102,6.738,8.612,9.22,0.114,0.364,0.652,0.0,0.32,0.898,0.0,0.304,0.758,0.0,0.244,0.836
442,1.5868747719799392,8.010736656301766,9.140628281080819,6.876,8.642,9.186,0.086,0.364,0.654,0.0,0.322,0.886,0.0,0.304,0.762,0.0,0.248,0.846
443,1.494945075906807,8.024864139004135,9.18653243369814,6.788,8.684,9.35,0.108,0.376,0.694,0.0,0.32,0.864,0.0,0.306,0.776,0.0,0.246,0.854
444,1.5903669410712091,8.081870425112756,9.255410343691727,6.824,8.762,9.33,0.112,0.364,0.696,0.0,0.32,0.896,0.0,0.308,0.774,0.0,0.248,0.852
445,1.5583997686092097,7.973394429257629,9.139545125070264,6.804,8.666,9.294,0.102,0.386,0.676,0.0,0.32,0.862,0.0,0.308,0.762,0.0,0.244,0.846
446,1.6214825137446924,7.998879390521631,9.130582632409773,6.774,8.708,9.452,0.096,0.408,0.688,0.0,0.314,0.864,0.0,0.308,0.786,0.0,0.248,0.854
447,1.5891462516683719,8.051669719543654,9.13432255676028,6.798,8.686,9.202,0.092,0.376,0.696,0.0,0.322,0.874,0.0,0.304,0.762,0.0,0.246,0.836
448,1.5324842681706312,8.01346684951357,9.120439636281416,6.812,8.698,9.286,0.11,0.354,0.68,0.0,0.322,0.864,0.0,0.304,0.772,0.0,0.248,0.852
449,1.5949603355743525,8.107171545908562,9.108149384154201,6.828,8.738,9.296,0.098,0.354,0.688,0.0,0.324,0.866,0.0,0.308,0.764,0.0,0.248,0.836
450,1.5838495745449153,8.024542239732812,9.143819229143967,6.978,8.638,9.24,0.074,0.394,0.658,0.0,0.322,0.888,0.0,0.306,0.766,0.0,0.25,0.83
451,1.5828710851436116,7.986013631945186,9.216308232133043,6.812,8.578,9.332,0.112,0.386,0.672,0.0,0.32,0.884,0.0,0.304,0.796,0.0,0.248,0.86
452,1.6209783351201468,8.0727290360316,9.18547820558738,6.806,8.628,9.374,0.122,0.4,0.658,0.0,0.318,0.878,0.0,0.3,0.776,0.0,0.254,0.852
453,1.5876348068924582,7.999821928417865,9.082605738293626,6.802,8.632,9.422,0.118,0.374,0.688,0.0,0.322,0.864,0.0,0.304,0.792,0.0,0.252,0.864
454,1.5941453414181495,8.056860193574568,9.044684429285113,6.862,8.722,9.418,0.11,0.398,0.674,0.0,0.32,0.858,0.0,0.302,0.776,0.0,0.254,0.86
455,1.6222241964365458,8.014872870791653,9.113501072002796,6.87,8.638,9.268,0.108,0.378,0.7,0.0,0.324,0.884,0.0,0.302,0.77,0.0,0.254,0.856
456,1.5737767165868497,8.002027436890357,9.169007903733403,6.864,8.772,9.34,0.096,0.384,0.708,0.0,0.326,0.88,0.0,0.306,0.78,0.0,0.252,0.862
457,1.5950122574239145,8.070996141272767,9.069975883363508,6.676,8.626,9.352,0.124,0.386,0.708,0.0,0.324,0.866,0.0,0.306,0.792,0.0,0.254,0.872
458,1.460244801318878,8.092160410221464,9.05277558220798,6.728,8.652,9.346,0.114,0.394,0.718,0.0,0.326,0.872,0.0,0.306,0.784,0.0,0.25,0.85
459,1.5449946276588264,8.07390620192805,9.09417371292682,6.842,8.672,9.27,0.118,0.352,0.704,0.0,0.324,0.858,0.0,0.312,0.768,0.0,0.25,0.842
460,1.5723776347439422,8.066323792373458,9.294569823396111,6.8,8.658,9.358,0.096,0.414,0.67,0.0,0.326,0.898,0.0,0.31,0.784,0.0,0.25,0.856
461,1.6056923215093475,8.02800833973153,9.069589900044962,6.99,8.7,9.28,0.07,0.408,0.682,0.0,0.326,0.874,0.0,0.312,0.764,0.0,0.254,0.858
462,1.6025373264765408,8.04789314622049,9.059679675645437,6.76,8.726,9.426,0.108,0.372,0.694,0.0,0.326,0.864,0.0,0.318,0.794,0.0,0.256,0.856
463,1.5426995682668545,7.986442612683292,9.122001776107957,6.926,8.672,9.186,0.096,0.388,0.668,0.0,0.33,0.894,0.0,0.318,0.744,0.0,0.256,0.824
464,1.672437099849518,8.036030987884995,9.042013668578587,6.712,8.69,9.292,0.126,0.378,0.692,0.0,0.326,0.878,0.0,0.32,0.772,0.0,0.26,0.858
465,1.5740188434609352,8.010900438745004,8.961758871751886,6.842,8.654,9.312,0.106,0.378,0.674,0.0,0.326,0.856,0.0,0.314,0.77,0.0,0.256,0.846
466,1.5575412143213294,8.021567684393144,9.111241707579076,6.76,8.656,9.358,0.114,0.392,0.694,0.0,0.328,0.872,0.0,0.318,0.762,0.0,0.256,0.85
467,1.5796208812964756,7.947157815754261,9.170544918361166,6.782,8.734,9.2,0.122,0.378,0.65,0.0,0.328,0.882,0.0,0.322,0.764,0.0,0.258,0.824
468,1.5411940412483387,8.076279173736586,9.140812510025363,6.902,8.656,9.228,0.114,0.386,0.648,0.0,0.326,0.888,0.0,0.318,0.762,0.0,0.26,0.836
469,1.6066765276693837,8.102656430659618,9.25300927868378,6.828,8.638,9.422,0.092,0.386,0.702,0.0,0.33,0.896,0.0,0.32,0.786,0.0,0.258,0.854
470,1.598787619293148,8.108094401038151,9.166258522924304,6.904,8.704,9.408,0.092,0.392,0.704,0.0,0.334,0.888,0.0,0.326,0.786,0.0,0.264,0.864
471,1.5786031253700745,8.108506920102442,8.967003109713392,6.85,8.736,9.378,0.09,0.39,0.67,0.0,0.334,0.862,0.0,0.328,0.772,0.0,0.264,0.862
472,1.5189089927834196,8.07509891148843,9.131081375336496,6.798,8.74,9.154,0.102,0.422,0.708,0.0,0.338,0.876,0.0,0.328,0.742,0.0,0.266,0.83
473,1.6327522369077576,8.08569281574191,9.198036685411472,6.676,8.724,9.282,0.122,0.396,0.694,0.0,0.336,0.876,0.0,0.324,0.774,0.0,0.264,0.86
474,1.6788815052283623,8.078377880673253,9.038631837731376,6.838,8.776,9.318,0.098,0.416,0.682,0.0,0.334,0.878,0.0,0.328,0.77,0.0,0.264,0.838
475,1.6425816023887372,8.231236608858971,9.140327300983614,6.912,8.658,9.438,0.084,0.378,0.684,0.0,0.34,0.878,0.0,0.322,0.794,0.0,0.266,0.88
476,1.5211914181764925,8.036598956271497,8.99136044065921,6.816,8.746,9.19,0.12,0.386,0.69,0.0,0.34,0.868,0.0,0.328,0.75,0.0,0.272,0.842
477,1.5790764454047204,8.136643597178276,9.142909132592054,6.89,8.658,9.22,0.096,0.42,0.686,0.0,0.344,0.882,0.0,0.326,0.77,0.0,0.274,0.85
478,1.5180553445924327,8.176306509983267,9.121027834072189,6.848,8.766,9.154,0.102,0.37,0.656,0.0,0.344,0.886,0.0,0.326,0.768,0.0,0.278,0.86
479,1.5355267381389088,8.089848356067568,9.256484703009113,6.85,8.818,9.22,0.102,0.418,0.696,0.0,0.346,0.896,0.0,0.33,0.764,0.0,0.278,0.828
480,1.614996243814096,8.13850694214348,9.185112508032677,6.912,8.746,9.146,0.086,0.4,0.708,0.0,0.344,0.89,0.0,0.326,0.774,0.0,0.276,0.854
481,1.5817865993377067,8.124274061232375,9.253805496947088,6.828,8.802,9.326,0.088,0.406,0.708,0.0,0.35,0.896,0.0,0.33,0.782,0.0,0.278,0.872
482,1.5313990312716306,8.060004410460438,9.121896891654943,6.852,8.716,9.31,0.098,0.406,0.712,0.0,0.348,0.884,0.0,0.328,0.79,0.0,0.274,0.858
483,1.5812865934300813,8.108139761581729,9.034915293619722,6.766,8.764,9.258,0.098,0.424,0.71,0.0,0.352,0.876,0.0,0.328,0.77,0.0,0.28,0.864
484,1.5789639300952127,8.104117305646568,9.2138685676401,6.844,8.746,9.348,0.094,0.39,0.678,0.0,0.348,0.902,0.0,0.332,0.784,0.0,0.274,0.868
485,1.5196441891153056,8.042715706279138,9.271958158889035,6.878,8.826,9.206,0.09,0.354,0.676,0.0,0.346,0.894,0.0,0.34,0.782,0.0,0.278,0.856
486,1.651261922978976,8.110591416059396,9.119175463944979,6.714,8.776,9.304,0.12,0.438,0.7,0.0,0.352,0.868,0.0,0.336,0.778,0.0,0.28,0.86
487,1.5914649152954645,8.045014389035858,9.159293122963563,6.898,8.778,9.256,0.086,0.424,0.692,0.0,0.35,0.892,0.0,0.34,0.782,0.0,0.284,0.862
488,1.6255931773112862,8.118678422201125,9.144627407060216,6.88,8.79,9.276,0.108,0.362,0.694,0.0,0.35,0.866,0.0,0.338,0.766,0.0,0.282,0.85
489,1.5747860537856744,8.137732610600501,8.961064541998212,6.762,8.884,9.302,0.12,0.426,0.688,0.0,0.35,0.86,0.0,0.338,0.782,0.0,0.284,0.87
490,1.5351961504550364,8.206466255201102,9.163626836519034,6.876,8.78,9.27,0.1,0.418,0.66,0.0,0.352,0.878,0.0,0.336,0.776,0.0,0.286,0.856
491,1.6255432871340294,8.18320212195651,9.079141613764131,6.94,8.776,9.244,0.094,0.388,0.69,0.0,0.356,0.872,0.0,0.334,0.774,0.0,0.288,0.848
492,1.5351985960344505,8.184999651372024,9.151227136887305,6.766,8.784,9.224,0.13,0.38,0.694,0.0,0.352,0.882,0.0,0.332,0.78,0.0,0.286,0.844
493,1.5999415306542142,8.138799693068172,9.041856862675582,6.902,8.818,9.414,0.102,0.396,0.696,0.0,0.356,0.876,0.0,0.336,0.792,0.0,0.284,0.868
494,1.4996946805914726,8.182741985002428,9.27677604103163,6.954,8.858,9.428,0.082,0.422,0.696,0.0,0.354,0.904,0.0,0.336,0.786,0.0,0.286,0.86
495,1.5135061792676123,8.14018451538839,8.988283959507049,6.82,8.728,9.17,0.092,0.384,0.69,0.0,0.354,0.87,0.0,0.33,0.748,0.0,0.286,0.818
496,1.4905217548077587,8.10973761790289,9.128362507312643,6.974,8.752,9.252,0.1,0.416,0.672,0.0,0.356,0.888,0.0,0.332,0.774,0.0,0.292,0.85
497,1.5950904304739533,8.194615942675664,9.08447366875832,6.638,8.858,9.44,0.112,0.418,0.696,0.0,0.356,0.888,0.0,0.334,0.796,0.0,0.288,0.87
498,1.6067242161302733,8.143012967368527,9.17432101821517,6.916,8.822,9.202,0.094,0.398,0.67,0.0,0.354,0.892,0.0,0.338,0.772,0.0,0.288,0.852
499,1.5406988640466868,8.202241464833834,9.11504306594692,6.898,8.81,9.366,0.086,0.398,0.69,0.0,0.362,0.876,0.0,0.34,0.798,0.0,0.29,0.876
500,1.6231198204420718,8.186403668371868,8.993019002353591,6.852,8.842,9.192,0.112,0.402,0.702,0.0,0.358,0.85,0.0,0.336,0.772,0.0,0.288,0.85
501,1.5714948220154599,8.286404371039806,9.266466634351668,6.846,8.872,9.392,0.112,0.396,0.68,0.0,0.36,0.892,0.0,0.35,0.78,0.0,0.288,0.85
502,1.5859916124319886,8.199645899219542,9.074787018517952,6.862,8.842,9.314,0.094,0.432,0.7,0.0,0.358,0.888,0.0,0.348,0.788,0.0,0.296,0.882
503,1.579430869498891,8.226004821758668,9.104241062724324,6.816,8.712,9.266,0.108,0.394,0.698,0.0,0.362,0.88,0.0,0.346,0.792,0.0,0.29,0.856
504,1.5575850658723864,8.137847273067212,9.08284309542419,6.838,8.776,9.31,0.086,0.426,0.698,0.0,0.358,0.862,0.0,0.348,0.768,0.0,0.288,0.848
505,1.6125493534915685,8.208426281677319,9.177649903957402,6.916,8.914,9.364,0.09,0.406,0.676,0.0,0.362,0.896,0.0,0.354,0.796,0.0,0.292,0.882
506,1.5228283325696472,8.250677721000498,8.947555097956078,6.794,8.79,9.436,0.09,0.416,0.7,0.0,0.364,0.866,0.0,0.35,0.79,0.0,0.29,0.874
507,1.6032600027846984,8.316687598488402,9.169066902464158,6.738,8.806,9.282,0.114,0.446,0.694,0.0,0.37,0.888,0.0,0.352,0.782,0.0,0.294,0.862
508,1.5653138450242159,8.248764822863665,9.004932339639721,6.824,8.878,9.312,0.092,0.412,0.708,0.0,0.368,0.888,0.0,0.348,0.79,0.0,0.294,0.872
509,1.6623097725850509,8.292280938756038,9.301811200140866,6.912,8.848,9.386,0.104,0.396,0.702,0.0,0.366,0.896,0.0,0.348,0.794,0.0,0.298,0.874
510,1.511986194526662,8.281143263661805,9.245524960918278,6.806,8.858,9.368,0.092,0.412,0.726,0.0,0.366,0.902,0.0,0.352,0.798,0.0,0.296,0.872
511,1.546832819117591,8.243510690169707,9.197578696216931,6.796,8.828,9.346,0.1,0.442,0.708,0.0,0.368,0.884,0.0,0.356,0.798,0.0,0.296,0.876
512,1.5849983972603943,8.36561713020068,9.054069705044439,6.758,8.852,9.064,0.124,0.43,0.662,0.0,0.37,0.89,0.0,0.35,0.76,0.0,0.298,0.838
513,1.5244016937059592,8.258442122986098,9.130017862897567,6.798,8.85,9.382,0.086,0.394,0.682,0.0,0.368,0.888,0.0,0.352,0.796,0.0,0.296,0.874
514,1.5506495950511456,8.221478557525359,9.108265058244594,6.79,8.904,9.452,0.1,0.432,0.772,0.0,0.372,0.882,0.0,0.354,0.802,0.0,0.3,0.882
515,1.5878002916370006,8.206007728383973,9.237838649927722,6.894,8.79,9.322,0.074,0.45,0.742,0.0,0.366,0.888,0.0,0.344,0.796,0.0,0.294,0.858
516,1.524982250246501,8.26969122741244,9.271464465139468,6.758,8.806,9.188,0.096,0.442,0.674,0.0,0.366,0.896,0.0,0.35,0.778,0.0,0.292,0.854
517,1.5778661911713996,8.238639572309445,9.183666463160636,6.898,8.836,9.252,0.106,0.412,0.662,0.0,0.368,0.894,0.0,0.352,0.78,0.0,0.294,0.866
518,1.5957227078090037,8.370189471055863,9.200057949966297,6.832,8.926,9.348,0.088,0.366,0.73,0.0,0.366,0.898,0.0,0.354,0.8,0.0,0.296,0.872
519,1.5529795999163039,8.321567005758064,9.18831065958164,6.838,8.896,9.35,0.09,0.458,0.672,0.0,0.368,0.896,0.0,0.352,0.794,0.0,0.296,0.862
520,1.6275111469363497,8.324829798422549,9.308914702548087,6.846,8.916,9.348,0.114,0.43,0.676,0.0,0.374,0.92,0.0,0.354,0.796,0.0,0.294,0.868
521,1.6080738034723676,8.192778101732475,9.122089449955785,6.866,8.848,9.366,0.098,0.406,0.712,0.0,0.368,0.888,0.0,0.352,0.808,0.0,0.3,0.89
522,1.486818826520872,8.37539768646838,9.307732857117934,7.032,8.834,9.198,0.082,0.418,0.662,0.0,0.372,0.906,0.0,0.354,0.794,0.0,0.298,0.862
523,1.577189516034428,8.376130756606274,9.112624755417224,6.814,8.932,9.312,0.102,0.428,0.714,0.0,0.372,0.884,0.0,0.354,0.796,0.0,0.298,0.87
524,1.4840624584929063,8.30190810903049,9.264900671259152,6.878,8.932,9.396,0.074,0.456,0.724,0.0,0.374,0.898,0.0,0.36,0.804,0.0,0.302,0.882
525,1.60745866854251,8.315114131860323,9.162669031265644,6.716,8.818,9.236,0.118,0.428,0.664,0.0,0.37,0.878,0.0,0.362,0.784,0.0,0.304,0.838
526,1.528330714471701,8.309599761614571,9.19126974587755,6.744,8.804,9.248,0.11,0.428,0.698,0.0,0.376,0.87,0.0,0.36,0.798,0.0,0.306,0.858
527,1.573189620184637,8.327491228755026,9.141101764922391,6.98,8.908,9.222,0.084,0.396,0.716,0.0,0.374,0.89,0.0,0.358,0.778,0.0,0.306,0.858
528,1.4688460012423272,8.329838350853604,9.192659214828621,6.806,8.89,9.454,0.106,0.428,0.734,0.0,0.376,0.872,0.0,0.358,0.808,0.0,0.308,0.884
529,1.5236237672790298,8.299252384439534,9.086718643829705,6.838,8.904,9.396,0.098,0.436,0.698,0.0,0.376,0.866,0.0,0.358,0.814,0.0,0.31,0.892
530,1.6478929579135047,8.261986654343742,9.116210343722761,6.902,8.924,9.396,0.112,0.406,0.688,0.0,0.378,0.886,0.0,0.358,0.802,0.0,0.31,0.882
531,1.6185527098868384,8.344133363135517,9.16233306955641,6.784,8.986,9.532,0.102,0.392,0.732,0.0,0.378,0.878,0.0,0.36,0.816,0.0,0.312,0.882
532,1.5787862707022953,8.363521227416054,9.115576996693767,6.796,8.868,9.33,0.084,0.432,0.694,0.0,0.378,0.866,0.0,0.362,0.804,0.0,0.308,0.888
533,1.5761653628243981,8.353798370817259,9.021931258604,6.878,8.9,9.31,0.076,0.428,0.686,0.0,0.38,0.876,0.0,0.362,0.792,0.0,0.308,0.868
534,1.5209031366455503,8.25849722038498,9.09232708459911,6.924,8.86,9.198,0.098,0.426,0.666,0.0,0.38,0.876,0.0,0.364,0.784,0.0,0.306,0.858
535,1.5794388304602747,8.41730505774365,9.045573016672108,6.85,8.816,9.208,0.088,0.398,0.672,0.0,0.38,0.874,0.0,0.36,0.774,0.0,0.3,0.848
536,1.605945240168594,8.375311867691629,9.054114518330994,6.814,8.814,9.348,0.094,0.442,0.702,0.0,0.376,0.888,0.0,0.36,0.798,0.0,0.308,0.878
537,1.5489331196209752,8.405848251278822,9.13196022164339,6.766,8.84,9.126,0.108,0.416,0.67,0.0,0.378,0.87,0.0,0.362,0.768,0.0,0.31,0.846
538,1.5631326089569633,8.313044974506367,9.10951237512838,6.81,8.9,9.244,0.118,0.402,0.688,0.0,0.38,0.88,0.0,0.36,0.804,0.0,0.31,0.872
539,1.5581672235814616,8.403531391480298,9.112668384115892,6.856,8.982,9.34,0.118,0.418,0.716,0.0,0.378,0.888,0.0,0.366,0.8,0.0,0.312,0.856
540,1.5752933559967528,8.311579353487915,9.097589630734143,6.878,8.842,9.402,0.102,0.44,0.708,0.0,0.374,0.882,0.0,0.362,0.802,0.0,0.314,0.872
541,1.6229807256775324,8.359846439082276,9.170396694075192,6.87,8.83,9.084,0.098,0.438,0.676,0.0,0.378,0.894,0.0,0.362,0.776,0.0,0.31,0.846
542,1.5775472587932318,8.44361834399403,9.157489326170447,6.768,8.9,9.234,0.12,0.396,0.668,0.0,0.382,0.9,0.0,0.364,0.8,0.0,0.31,0.868
543,1.5166980044751412,8.334648668437941,9.177777469530373,6.848,8.86,9.326,0.104,0.41,0.712,0.0,0.38,0.9,0.0,0.356,0.8,0.0,0.312,0.884
544,1.5566862295969768,8.33427319922432,9.086821952302321,6.874,8.872,9.36,0.108,0.394,0.692,0.0,0.384,0.88,0.0,0.364,0.808,0.0,0.312,0.88
545,1.6001699831676615,8.286426636479641,9.114776415431928,6.83,8.846,9.35,0.096,0.424,0.71,0.0,0.38,0.874,0.0,0.366,0.8,0.0,0.316,0.882
546,1.5619197199255153,8.425577828760815,9.178287978611595,6.776,8.91,9.282,0.108,0.416,0.734,0.0,0.382,0.896,0.0,0.368,0.796,0.0,0.316,0.866
547,1.627860241595432,8.45072322851629,9.208729975451654,6.782,8.91,9.406,0.118,0.434,0.698,0.0,0.388,0.894,0.0,0.364,0.792,0.0,0.32,0.86
548,1.5146787851148307,8.448171733871094,9.012674817973071,6.786,8.826,9.304,0.116,0.446,0.7,0.0,0.388,0.884,0.0,0.362,0.788,0.0,0.318,0.866
549,1.534862264825365,8.319176445410847,9.08831383703743,6.876,8.888,9.436,0.098,0.428,0.702,0.0,0.384,0.892,0.0,0.368,0.802,0.0,0.318,0.88
550,1.5723475297242906,8.390007725532744,9.135262099914552,6.77,8.884,9.378,0.094,0.396,0.722,0.0,0.392,0.896,0.0,0.37,0.808,0.0,0.316,0.876
551,1.5225100374950775,8.367271438433155,8.97315816026259,6.944,8.918,9.272,0.084,0.406,0.668,0.0,0.39,0.876,0.0,0.37,0.796,0.0,0.322,0.87
552,1.5269542556256293,8.365082067402811,9.078399407627078,6.87,8.924,9.392,0.102,0.424,0.698,0.0,0.382,0.88,0.0,0.37,0.804,0.0,0.322,0.88
553,1.5223235391646226,8.44556295623234,9.265352301615346,6.874,9.0,9.304,0.096,0.402,0.7,0.0,0.392,0.904,0.0,0.368,0.798,0.0,0.318,0.868
554,1.551618219959044,8.3942933326733,9.147660219493158,6.82,8.902,9.252,0.096,0.444,0.694,0.0,0.392,0.894,0.0,0.37,0.804,0.0,0.322,0.886
555,1.4744644806603227,8.42211218371193,9.011617625998312,6.926,8.866,9.25,0.1,0.412,0.68,0.0,0.388,0.892,0.0,0.362,0.784,0.0,0.316,0.862
556,1.5027753824064973,8.387262178200904,9.171001968693474,6.794,8.97,9.18,0.104,0.41,0.688,0.0,0.388,0.89,0.0,0.368,0.796,0.0,0.318,0.87
557,1.5858135726834386,8.465862969616467,9.045797127809262,6.726,8.894,9.226,0.13,0.426,0.696,0.0,0.384,0.88,0.0,0.37,0.8,0.0,0.32,0.858
558,1.5700658182078722,8.423666490699217,9.087375150508523,6.794,8.932,9.292,0.128,0.47,0.69,0.0,0.384,0.906,0.0,0.374,0.798,0.0,0.324,0.872
559,1.5777816718953086,8.452580418145715,9.230507374428704,6.86,8.956,9.22,0.108,0.438,0.672,0.0,0.39,0.898,0.0,0.374,0.81,0.0,0.324,0.884
560,1.5293514026866935,8.379444101154876,9.110161774514534,6.918,8.87,9.228,0.076,0.442,0.676,0.0,0.394,0.874,0.0,0.378,0.798,0.0,0.324,0.858
561,1.5634358091670786,8.456708715853072,9.151496440613586,6.844,8.864,9.31,0.13,0.482,0.694,0.0,0.394,0.89,0.0,0.37,0.808,0.0,0.322,0.896
562,1.5636961206107254,8.404778394779132,9.03932131812573,6.812,8.92,9.212,0.128,0.396,0.674,0.0,0.392,0.876,0.0,0.374,0.802,0.0,0.322,0.872
563,1.4879664852659709,8.368517985622507,9.102383932289483,6.858,8.928,9.16,0.092,0.444,0.652,0.0,0.396,0.878,0.0,0.378,0.798,0.0,0.324,0.86
564,1.5156836323652991,8.47044254303822,9.08014932271507,6.778,8.984,9.33,0.108,0.438,0.702,0.0,0.394,0.894,0.0,0.382,0.808,0.0,0.326,0.88
565,1.5964830708347806,8.487802516257553,9.272800370861148,6.744,8.884,9.306,0.088,0.438,0.684,0.0,0.394,0.896,0.0,0.38,0.808,0.0,0.328,0.876
566,1.4997357867127734,8.447805201498662,9.05850420781058,6.744,8.936,9.266,0.114,0.416,0.662,0.0,0.394,0.878,0.0,0.376,0.8,0.0,0.33,0.87
567,1.6481823325356064,8.427227142396694,9.142086798037734,6.758,8.96,9.404,0.102,0.444,0.71,0.0,0.39,0.894,0.0,0.376,0.826,0.0,0.324,0.888
568,1.5748772301940719,8.416116263955805,9.189381597122873,6.77,8.938,9.382,0.106,0.446,0.706,0.0,0.39,0.886,0.0,0.38,0.814,0.0,0.326,0.878
569,1.639215283388316,8.417122830934506,9.18309654615772,6.84,8.964,9.24,0.12,0.454,0.71,0.0,0.396,0.896,0.0,0.38,0.78,0.0,0.33,0.86
570,1.5608616080876814,8.432824012802985,9.057927468341232,6.804,8.898,9.48,0.102,0.438,0.714,0.0,0.394,0.878,0.0,0.382,0.816,0.0,0.326,0.884
571,1.5998755755513079,8.46398515410585,9.227142733181743,6.738,8.978,9.206,0.106,0.44,0.662,0.0,0.398,0.9,0.0,0.38,0.78,0.0,0.332,0.856
572,1.5244976814204996,8.365113372731471,9.131395430137879,6.826,8.868,9.302,0.1,0.44,0.678,0.0,0.39,0.88,0.0,0.376,0.816,0.0,0.334,0.878
573,1.5640018322470528,8.429057823480639,9.171356708359987,6.944,8.992,9.334,0.102,0.428,0.712,0.0,0.392,0.908,0.0,0.38,0.802,0.0,0.334,0.876
574,1.5815801947335602,8.394211168856911,9.0400092224932,6.73,8.932,9.4,0.112,0.436,0.71,0.0,0.4,0.876,0.0,0.38,0.816,0.0,0.332,0.886
575,1.533675730984722,8.443883701684117,9.141590753296322,6.82,8.952,9.238,0.102,0.424,0.654,0.0,0.392,0.906,0.0,0.382,0.79,0.0,0.328,0.864
576,1.5878441836275214,8.38445332124191,9.09555735902752,6.862,8.998,9.33,0.102,0.45,0.736,0.0,0.398,0.89,0.0,0.382,0.804,0.0,0.328,0.874
577,1.5615683675712746,8.395924252852975,9.165753506122646,6.882,8.986,9.262,0.094,0.408,0.658,0.0,0.392,0.902,0.0,0.382,0.798,0.0,0.324,0.876
578,1.6027519007676099,8.432963126928,9.238605742393872,6.87,8.962,9.338,0.094,0.46,0.724,0.0,0.39,0.908,0.0,0.388,0.804,0.0,0.33,0.888
579,1.5769427830505334,8.433797279125308,9.175449989967232,6.8,8.924,9.346,0.104,0.452,0.68,0.0,0.396,0.898,0.0,0.388,0.808,0.0,0.334,0.862
580,1.5721702217309954,8.417528750541473,9.199016906258002,6.89,8.958,9.232,0.104,0.45,0.688,0.0,0.396,0.894,0.0,0.382,0.804,0.0,0.332,0.87
581,1.5907595810207125,8.44959503260968,9.133328272604036,6.838,8.966,9.296,0.096,0.466,0.734,0.0,0.394,0.888,0.0,0.38,0.796,0.0,0.332,0.872
582,1.59685151502222,8.503136136188244,9.06167393045033,6.842,8.92,9.478,0.112,0.456,0.714,0.0,0.398,0.88,0.0,0.384,0.818,0.0,0.328,0.886
583,1.5774103848184426,8.386614010792375,9.137400054024893,6.778,8.974,9.39,0.112,0.444,0.696,0.0,0.392,0.906,0.0,0.386,0.81,0.0,0.332,0.89
584,1.5512845730283578,8.479068052054718,9.253238816916854,6.836,9.05,9.308,0.108,0.45,0.688,0.0,0.394,0.906,0.0,0.386,0.812,0.0,0.332,0.872
585,1.5189264648174972,8.361956297979424,9.076173499267707,6.876,8.998,9.284,0.082,0.46,0.652,0.0,0.402,0.89,0.0,0.386,0.814,0.0,0.334,0.876
586,1.5578494169984425,8.502113701370867,9.114516891074029,6.816,9.042,9.186,0.104,0.436,0.69,0.0,0.4,0.884,0.0,0.388,0.782,0.0,0.332,0.862
587,1.5974097262997504,8.40805509438566,9.15015990721755,6.826,9.028,9.262,0.112,0.48,0.73,0.0,0.4,0.894,0.0,0.394,0.792,0.0,0.336,0.882
588,1.5837880045689432,8.4099581000461,9.067244439546077,6.888,8.97,9.398,0.104,0.416,0.714,0.0,0.404,0.88,0.0,0.39,0.814,0.0,0.34,0.88
589,1.5420780473233404,8.523691401298025,9.289957685703094,6.766,8.908,9.316,0.094,0.484,0.666,0.0,0.402,0.906,0.0,0.394,0.802,0.0,0.338,0.87
590,1.5198304150641826,8.424987619946142,9.122188662950512,6.896,8.986,9.198,0.106,0.448,0.704,0.0,0.396,0.892,0.0,0.4,0.794,0.0,0.334,0.86
591,1.5267724582728912,8.524852441609985,9.16310260873924,6.826,8.984,9.212,0.126,0.444,0.702,0.0,0.406,0.898,0.0,0.398,0.792,0.0,0.334,0.872
