Step,Normal_Reward_Eps_0,Normal_Reward_Eps_0.01,Normal_Reward_Eps_0.1,Binomial_Reward_Eps_0,Binomial_Reward_Eps_0.01,Binomial_Reward_Eps_0.1,Bernoulli_Reward_Eps_0,Bernoulli_Reward_Eps_0.01,Bernoulli_Reward_Eps_0.1,Normal_Opt_Eps_0,Normal_Opt_Eps_0.01,Normal_Opt_Eps_0.1,Binomial_Opt_Eps_0,Binomial_Opt_Eps_0.01,Binomial_Opt_Eps_0.1,Bernoulli_Opt_Eps_0,Bernoulli_Opt_Eps_0.01,Bernoulli_Opt_Eps_0.1
914,1.5428541602210173,8.989946658723188,9.266442777678154,6.88,9.416,9.224,0.09,0.518,0.682,0.0,0.542,0.922,0.0,0.534,0.836,0.0,0.45,0.886
915,1.532445751883901,8.998887116848291,9.228682733238443,6.794,9.452,9.42,0.114,0.544,0.722,0.0,0.538,0.904,0.0,0.536,0.856,0.0,0.448,0.906
916,1.5081107118083326,8.954904487372067,9.159323836274663,6.91,9.344,9.316,0.104,0.536,0.716,0.0,0.536,0.916,0.0,0.526,0.848,0.0,0.444,0.892
917,1.598969706027236,8.945398697244197,9.126816387360114,6.898,9.404,9.442,0.086,0.524,0.748,0.0,0.54,0.906,0.0,0.528,0.864,0.0,0.444,0.906
918,1.6125031294936478,8.937258035833029,9.159379052379126,6.908,9.41,9.206,0.096,0.554,0.688,0.0,0.542,0.916,0.0,0.528,0.814,0.0,0.45,0.86
919,1.5743885730632503,9.037583985801902,9.204100939421584,6.79,9.486,9.21,0.11,0.494,0.708,0.0,0.54,0.922,0.0,0.534,0.848,0.0,0.448,0.886
920,1.5831532400823836,8.967788220438447,9.173789733080763,6.782,9.408,9.324,0.1,0.528,0.73,0.0,0.54,0.914,0.0,0.53,0.844,0.0,0.452,0.898
921,1.5944191555355907,9.030754145980984,9.201192131614714,6.772,9.476,9.384,0.108,0.556,0.688,0.0,0.542,0.944,0.0,0.534,0.852,0.0,0.452,0.886
922,1.540961366605225,9.00351201737239,9.139594891511411,6.774,9.524,9.278,0.096,0.526,0.706,0.0,0.544,0.92,0.0,0.534,0.82,0.0,0.45,0.862
923,1.5985870307238832,8.93117953359773,9.16766198023092,6.764,9.406,9.346,0.09,0.504,0.7,0.0,0.538,0.912,0.0,0.532,0.844,0.0,0.454,0.89
924,1.6416056765068636,8.856168922523922,9.064202829771801,6.844,9.426,9.204,0.09,0.524,0.71,0.0,0.538,0.904,0.0,0.538,0.838,0.0,0.452,0.886
925,1.605143570854765,8.993257761229733,9.15097981831366,6.734,9.42,9.172,0.114,0.518,0.678,0.0,0.534,0.892,0.0,0.536,0.832,0.0,0.452,0.876
926,1.597030261278007,8.940856550340234,9.079009704358828,6.866,9.492,9.378,0.09,0.526,0.674,0.0,0.54,0.898,0.0,0.536,0.856,0.0,0.446,0.894
927,1.5846019375652298,8.898764447073322,9.279931759412335,6.932,9.434,9.394,0.104,0.55,0.736,0.0,0.538,0.926,0.0,0.538,0.848,0.0,0.452,0.886
928,1.5403073427619403,8.856197132833794,9.14724216667091,6.838,9.47,9.316,0.086,0.534,0.65,0.0,0.546,0.918,0.0,0.54,0.852,0.0,0.452,0.894
929,1.5809821500314736,8.89780059875088,8.974335669358434,6.788,9.468,9.356,0.104,0.564,0.676,0.0,0.548,0.89,0.0,0.54,0.858,0.0,0.45,0.898
930,1.5173982393919485,8.887448565983854,9.279235715069543,6.772,9.458,9.318,0.12,0.512,0.696,0.0,0.538,0.924,0.0,0.542,0.85,0.0,0.454,0.908
931,1.6676111742800162,8.958640079273286,9.26726604062286,6.862,9.432,9.352,0.112,0.552,0.708,0.0,0.544,0.934,0.0,0.536,0.842,0.0,0.45,0.886
932,1.47505186100153,8.894409359665195,9.139711705622291,6.79,9.446,9.258,0.104,0.554,0.692,0.0,0.54,0.908,0.0,0.538,0.84,0.0,0.452,0.888
933,1.5356657722907185,8.914081789041782,9.107254546903933,6.77,9.414,9.296,0.132,0.542,0.676,0.0,0.544,0.914,0.0,0.542,0.844,0.0,0.45,0.89
934,1.5190443592316587,8.86511969686635,9.135443732552128,6.864,9.508,9.372,0.088,0.542,0.688,0.0,0.544,0.916,0.0,0.54,0.848,0.0,0.452,0.894
935,1.584048693657659,8.802049656699774,9.112554667857786,6.852,9.45,9.438,0.092,0.51,0.714,0.0,0.536,0.894,0.0,0.538,0.86,0.0,0.452,0.904
936,1.655875375382702,8.927876469092555,9.149933199945409,6.844,9.438,9.246,0.108,0.534,0.7,0.0,0.538,0.9,0.0,0.546,0.85,0.0,0.452,0.894
937,1.5590648946286723,8.972068828375983,9.254196719887966,6.938,9.404,9.372,0.082,0.542,0.694,0.0,0.54,0.928,0.0,0.538,0.852,0.0,0.454,0.902
938,1.5931823564243992,8.955690167233536,9.183626828452919,6.838,9.342,9.204,0.11,0.518,0.698,0.0,0.536,0.916,0.0,0.538,0.826,0.0,0.456,0.87
939,1.5190123517271972,8.909710005385833,9.075905034932298,7.032,9.386,9.386,0.084,0.538,0.688,0.0,0.536,0.886,0.0,0.536,0.848,0.0,0.452,0.886
940,1.5408520879056917,8.968559395077113,9.146131059151848,6.814,9.424,9.2,0.114,0.542,0.662,0.0,0.546,0.9,0.0,0.54,0.834,0.0,0.454,0.882
941,1.6484246506612108,8.974795822755661,9.123270419801305,6.84,9.456,9.266,0.104,0.548,0.724,0.0,0.546,0.906,0.0,0.544,0.838,0.0,0.45,0.88
942,1.6154592147195082,8.852202420147199,9.066132856111594,6.928,9.438,9.2,0.086,0.504,0.706,0.0,0.546,0.884,0.0,0.544,0.83,0.0,0.454,0.868
943,1.5771704139262859,8.937937338388672,9.073385887534586,6.728,9.464,9.31,0.12,0.528,0.666,0.0,0.548,0.888,0.0,0.536,0.838,0.0,0.45,0.888
944,1.643077058413661,8.828219572028397,9.183894269005505,6.714,9.49,9.254,0.124,0.506,0.708,0.0,0.54,0.916,0.0,0.54,0.844,0.0,0.452,0.878
945,1.532104298251563,8.90858859582565,9.212416328564753,6.77,9.468,9.386,0.106,0.538,0.692,0.0,0.538,0.922,0.0,0.542,0.844,0.0,0.456,0.886
946,1.6221153985179155,8.949945357413375,9.206040936167543,6.864,9.372,9.306,0.088,0.534,0.666,0.0,0.548,0.912,0.0,0.532,0.842,0.0,0.456,0.886
947,1.5661198395118556,9.000029717095476,9.177004968027136,6.85,9.472,9.36,0.092,0.55,0.72,0.0,0.544,0.92,0.0,0.544,0.846,0.0,0.454,0.888
948,1.5946503428248056,8.982651173914121,9.074569674741392,6.812,9.422,9.188,0.098,0.5,0.724,0.0,0.552,0.886,0.0,0.538,0.836,0.0,0.45,0.874
949,1.5997369276161513,8.998141785516646,9.127450100490108,6.908,9.386,9.344,0.106,0.512,0.686,0.0,0.546,0.898,0.0,0.536,0.846,0.0,0.456,0.892
950,1.5868526214986762,9.035136891575949,9.053444000516386,6.884,9.432,9.376,0.098,0.534,0.732,0.0,0.552,0.9,0.0,0.534,0.854,0.0,0.454,0.898
951,1.5297124535126403,9.003375744300662,9.18022532722515,6.894,9.37,9.296,0.108,0.534,0.72,0.0,0.544,0.914,0.0,0.538,0.834,0.0,0.454,0.872
952,1.5625339520309218,8.871775669207455,9.255166622097546,6.782,9.44,9.28,0.106,0.534,0.726,0.0,0.54,0.912,0.0,0.546,0.842,0.0,0.456,0.894
953,1.6105772209244589,8.99676565997676,9.123385250677048,6.886,9.478,9.288,0.108,0.512,0.686,0.0,0.546,0.922,0.0,0.548,0.84,0.0,0.456,0.87
954,1.606005670205573,9.07122337631364,9.217832498826104,6.772,9.48,9.274,0.096,0.53,0.702,0.0,0.548,0.92,0.0,0.546,0.836,0.0,0.454,0.884
955,1.5268926431680794,8.957315981333453,9.289535188852103,6.876,9.474,9.254,0.114,0.518,0.718,0.0,0.544,0.922,0.0,0.546,0.828,0.0,0.46,0.874
956,1.5653126335916383,9.049319948659239,9.234887196814261,6.884,9.442,9.328,0.084,0.504,0.702,0.0,0.55,0.908,0.0,0.544,0.848,0.0,0.458,0.892
957,1.6189044012224398,8.932195043680533,9.170238825444756,6.84,9.4,9.296,0.088,0.508,0.716,0.0,0.55,0.914,0.0,0.536,0.838,0.0,0.456,0.89
958,1.6067696952594195,8.957356232767943,9.194584009032384,6.768,9.482,9.268,0.108,0.568,0.696,0.0,0.554,0.92,0.0,0.546,0.838,0.0,0.46,0.878
959,1.6085908871649155,8.980167818142563,9.069108613318217,6.802,9.476,9.23,0.102,0.538,0.696,0.0,0.55,0.902,0.0,0.542,0.834,0.0,0.458,0.88
960,1.5674373971442397,8.890026293158204,9.112943022156108,6.866,9.408,9.328,0.086,0.554,0.716,0.0,0.554,0.918,0.0,0.546,0.856,0.0,0.462,0.908
961,1.6583482785761272,8.894021916678748,9.15784460771876,6.826,9.456,9.338,0.098,0.55,0.698,0.0,0.548,0.898,0.0,0.546,0.85,0.0,0.458,0.884
962,1.648511480177294,8.952439222570586,9.143379852172385,6.772,9.472,9.38,0.102,0.542,0.746,0.0,0.548,0.902,0.0,0.546,0.848,0.0,0.458,0.902
963,1.5734842107356746,8.944071801041412,9.09641841050781,6.914,9.474,9.34,0.074,0.55,0.68,0.0,0.55,0.9,0.0,0.544,0.86,0.0,0.462,0.892
964,1.6311708984465028,9.009511690716739,9.159831098477966,6.764,9.332,9.406,0.112,0.518,0.706,0.0,0.556,0.906,0.0,0.536,0.85,0.0,0.46,0.906
965,1.5752440077917882,8.994396811658106,9.30047395876521,6.874,9.35,9.284,0.096,0.514,0.734,0.0,0.546,0.916,0.0,0.536,0.852,0.0,0.462,0.9
966,1.567420949544183,8.977173550873593,9.131963656528372,6.802,9.468,9.312,0.098,0.576,0.706,0.0,0.554,0.906,0.0,0.55,0.85,0.0,0.466,0.894
967,1.5406967100427358,8.910956431847586,9.116873622790912,6.886,9.442,9.384,0.094,0.56,0.712,0.0,0.542,0.898,0.0,0.548,0.86,0.0,0.47,0.906
968,1.627926129643736,8.970102707793664,9.152826223607896,6.718,9.392,9.356,0.132,0.514,0.712,0.0,0.552,0.906,0.0,0.542,0.852,0.0,0.468,0.89
969,1.5171202891807907,8.950874953010107,9.323568955177413,6.84,9.406,9.338,0.08,0.528,0.734,0.0,0.556,0.922,0.0,0.548,0.854,0.0,0.462,0.9
970,1.5743628936509808,8.93643827767109,9.163198755973164,6.744,9.39,9.26,0.126,0.558,0.688,0.0,0.554,0.894,0.0,0.542,0.84,0.0,0.46,0.886
971,1.513292478583215,9.00593562788846,9.048440004848334,6.812,9.47,9.232,0.108,0.548,0.722,0.0,0.552,0.902,0.0,0.548,0.832,0.0,0.468,0.874
972,1.5875240638739898,9.011426398325064,9.084182568075233,6.722,9.464,9.298,0.112,0.544,0.67,0.0,0.552,0.9,0.0,0.544,0.854,0.0,0.466,0.904
973,1.5384916082382445,8.91173952714502,9.29254689558577,6.784,9.454,9.276,0.102,0.534,0.678,0.0,0.554,0.906,0.0,0.548,0.83,0.0,0.466,0.868
974,1.5832390256654942,8.956959220151074,9.243428242987179,6.882,9.41,9.432,0.106,0.534,0.69,0.0,0.552,0.908,0.0,0.538,0.87,0.0,0.464,0.906
975,1.5470113319909902,8.971734322897357,9.250583433738848,6.918,9.42,9.36,0.096,0.544,0.714,0.0,0.55,0.92,0.0,0.546,0.86,0.0,0.46,0.902
976,1.5704806252128027,8.985158730024676,9.24341040005474,6.906,9.482,9.34,0.094,0.572,0.672,0.0,0.554,0.914,0.0,0.55,0.862,0.0,0.466,0.9
977,1.5023912087356353,8.919955783206966,9.101363705046849,6.954,9.486,9.212,0.084,0.532,0.722,0.0,0.552,0.9,0.0,0.55,0.856,0.0,0.47,0.916
978,1.622473126983462,8.903240073587394,9.182395959005696,6.912,9.39,9.212,0.1,0.534,0.684,0.0,0.55,0.908,0.0,0.544,0.848,0.0,0.466,0.9
979,1.5990220345143684,9.01475976243793,9.134852960454658,6.836,9.446,9.286,0.102,0.56,0.68,0.0,0.554,0.896,0.0,0.546,0.858,0.0,0.47,0.898
980,1.5380683527076184,8.950540279056698,9.157808004202838,6.858,9.472,9.344,0.096,0.536,0.712,0.0,0.554,0.906,0.0,0.554,0.858,0.0,0.474,0.89
981,1.566645010593509,8.951496797198612,9.14035571678853,6.816,9.428,9.27,0.108,0.534,0.656,0.0,0.558,0.92,0.0,0.542,0.848,0.0,0.464,0.892
982,1.674642818630497,8.972351589288474,9.180729562897213,6.942,9.436,9.14,0.076,0.57,0.684,0.0,0.558,0.902,0.0,0.55,0.83,0.0,0.476,0.87
983,1.5724648620781734,8.946518131894429,9.200002286990452,6.94,9.438,9.158,0.08,0.534,0.7,0.0,0.554,0.91,0.0,0.55,0.832,0.0,0.474,0.878
984,1.6289339120131567,8.957575651474796,9.148073580085446,6.804,9.43,9.356,0.088,0.536,0.716,0.0,0.562,0.896,0.0,0.542,0.856,0.0,0.466,0.894
985,1.5195553650241262,8.934381327193396,9.320516992942913,6.726,9.46,9.476,0.116,0.522,0.684,0.0,0.558,0.94,0.0,0.554,0.862,0.0,0.472,0.904
986,1.5776551364920133,8.943148933883778,9.283888897168712,6.85,9.442,9.294,0.08,0.562,0.72,0.0,0.558,0.91,0.0,0.552,0.84,0.0,0.472,0.88
987,1.5382497371052728,8.866712537769379,9.13058147268688,6.882,9.486,9.368,0.086,0.57,0.728,0.0,0.558,0.898,0.0,0.554,0.858,0.0,0.468,0.91
988,1.457794329464516,8.951388131038232,9.165678470818492,6.874,9.448,9.39,0.1,0.564,0.704,0.0,0.566,0.918,0.0,0.552,0.85,0.0,0.468,0.894
989,1.5062521309076429,8.97860511089589,9.188595732039762,6.92,9.464,9.18,0.102,0.548,0.67,0.0,0.558,0.912,0.0,0.554,0.846,0.0,0.47,0.89
990,1.5717038752162706,9.02978296309399,9.233560641956203,6.822,9.394,9.442,0.1,0.558,0.726,0.0,0.568,0.928,0.0,0.55,0.86,0.0,0.474,0.91
991,1.531495283373621,8.919962332003408,9.132300036437206,6.882,9.462,9.338,0.11,0.546,0.686,0.0,0.564,0.894,0.0,0.548,0.856,0.0,0.47,0.89
992,1.5132617281225706,8.987043470068098,9.16580437830468,6.8,9.472,9.374,0.114,0.58,0.728,0.0,0.57,0.906,0.0,0.554,0.864,0.0,0.47,0.898
993,1.5914838758807608,9.002130528474396,9.101809563689569,6.728,9.492,9.318,0.118,0.532,0.698,0.0,0.572,0.91,0.0,0.554,0.85,0.0,0.466,0.896
994,1.559396907886858,8.926790541297068,9.150591920980103,6.836,9.492,9.228,0.104,0.542,0.694,0.0,0.57,0.894,0.0,0.558,0.828,0.0,0.474,0.872
995,1.5974414934519097,9.076027383194576,9.184486343471635,6.864,9.482,9.254,0.104,0.552,0.732,0.0,0.57,0.918,0.0,0.558,0.836,0.0,0.47,0.88
996,1.5603151421619654,9.004274364733869,9.24150189727217,6.816,9.436,9.212,0.11,0.548,0.688,0.0,0.564,0.918,0.0,0.556,0.842,0.0,0.47,0.884
997,1.527991291608503,8.904478106476873,9.120649511198163,6.796,9.452,9.386,0.102,0.576,0.736,0.0,0.57,0.914,0.0,0.56,0.868,0.0,0.472,0.912
998,1.5397983115418044,9.008363298907753,8.953625521780385,6.716,9.46,9.246,0.106,0.562,0.712,0.0,0.572,0.88,0.0,0.556,0.84,0.0,0.478,0.878
999,1.5676558260846976,8.949277214095158,9.167239679601897,7.044,9.428,9.314,0.08,0.546,0.724,0.0,0.576,0.912,0.0,0.554,0.848,0.0,0.474,0.888
1000,1.5920022281880875,8.955560751227036,9.241249245105061,6.926,9.428,9.326,0.096,0.524,0.732,0.0,0.576,0.92,0.0,0.556,0.846,0.0,0.47,0.9
1001,1.517689458022075,9.07742997463254,9.191185834037409,6.86,9.464,9.358,0.092,0.56,0.694,0.0,0.574,0.904,0.0,0.556,0.86,0.0,0.476,0.91
1002,1.5518566980200115,8.98280817651405,9.07740388877802,6.784,9.492,9.342,0.104,0.524,0.69,0.0,0.578,0.902,0.0,0.564,0.86,0.0,0.474,0.9
1003,1.511281825721617,8.955540298227808,9.169616795724503,6.902,9.482,9.326,0.098,0.53,0.72,0.0,0.574,0.894,0.0,0.564,0.848,0.0,0.476,0.892
1004,1.5498538659391201,8.965299019314838,9.046009919264446,6.828,9.452,9.18,0.096,0.588,0.7,0.0,0.572,0.892,0.0,0.558,0.836,0.0,0.476,0.884
1005,1.6333181451512457,9.031518081723087,9.124296130935454,6.804,9.416,9.346,0.11,0.574,0.694,0.0,0.58,0.888,0.0,0.564,0.844,0.0,0.482,0.89
1006,1.5874205152871854,8.968221534920813,9.147472791538876,6.854,9.434,9.236,0.1,0.584,0.688,0.0,0.578,0.9,0.0,0.558,0.85,0.0,0.482,0.89
1007,1.5561828124072714,9.04653250188495,9.154406112496943,6.862,9.424,9.21,0.112,0.512,0.714,0.0,0.576,0.9,0.0,0.556,0.836,0.0,0.486,0.872
1008,1.609847979432439,8.968128527323978,9.297696722911349,6.796,9.5,9.152,0.096,0.556,0.712,0.0,0.572,0.93,0.0,0.56,0.83,0.0,0.486,0.88
1009,1.5492039331998197,9.011096703737797,9.111180972991624,6.91,9.5,9.398,0.098,0.548,0.724,0.0,0.576,0.896,0.0,0.564,0.852,0.0,0.486,0.898
1010,1.5434833070969445,8.929768244841412,9.044363376414742,6.756,9.412,9.426,0.102,0.586,0.716,0.0,0.57,0.898,0.0,0.558,0.86,0.0,0.48,0.894
1011,1.5378042392955935,8.950479658415162,9.269851831603601,6.784,9.452,9.344,0.106,0.56,0.7,0.0,0.572,0.928,0.0,0.558,0.856,0.0,0.486,0.882
1012,1.5820633228090406,9.020866200842644,9.217572800739115,6.79,9.496,9.21,0.098,0.534,0.704,0.0,0.576,0.912,0.0,0.568,0.84,0.0,0.478,0.884
1013,1.5798151804639426,8.918022865844843,9.108689122686428,6.858,9.53,9.46,0.098,0.554,0.734,0.0,0.57,0.888,0.0,0.57,0.856,0.0,0.488,0.896
1014,1.621555608355529,8.960211258069748,9.05672138750035,6.792,9.472,9.238,0.11,0.544,0.714,0.0,0.572,0.902,0.0,0.566,0.854,0.0,0.48,0.89
1015,1.4741809867759488,9.028271966592625,9.173334404826464,6.712,9.458,9.354,0.114,0.552,0.72,0.0,0.578,0.908,0.0,0.566,0.846,0.0,0.482,0.888
1016,1.5588303086935709,9.028803604191078,9.20045398696484,6.758,9.406,9.218,0.104,0.56,0.72,0.0,0.576,0.924,0.0,0.564,0.836,0.0,0.484,0.89
1017,1.6007731909146978,8.999562401839666,9.094702231127743,6.868,9.462,9.318,0.11,0.54,0.718,0.0,0.576,0.9,0.0,0.564,0.86,0.0,0.486,0.91
1018,1.5388725181398386,9.005538786986293,9.136813251582982,6.808,9.502,9.098,0.106,0.594,0.686,0.0,0.574,0.916,0.0,0.566,0.82,0.0,0.488,0.868
1019,1.4828992669196475,8.920496418488282,9.24561163279389,6.862,9.542,9.404,0.094,0.57,0.736,0.0,0.574,0.914,0.0,0.564,0.872,0.0,0.48,0.9
1020,1.611018979078121,9.001484300165297,9.125623197139038,6.838,9.484,9.298,0.1,0.538,0.734,0.0,0.576,0.906,0.0,0.566,0.86,0.0,0.486,0.904
1021,1.5541512242416804,9.006806285775216,9.160347396714515,6.866,9.412,9.34,0.112,0.558,0.714,0.0,0.578,0.894,0.0,0.564,0.87,0.0,0.48,0.92
1022,1.5499046972464228,8.965974944591656,9.202187791813808,6.95,9.5,9.2,0.082,0.544,0.696,0.0,0.578,0.934,0.0,0.566,0.85,0.0,0.484,0.88
1023,1.5438401709035605,9.018462403991435,9.213215340421224,6.69,9.498,9.336,0.132,0.536,0.724,0.0,0.574,0.914,0.0,0.564,0.85,0.0,0.478,0.896
1024,1.5150149019635726,8.97540510314382,9.32088832950898,6.874,9.5,9.352,0.1,0.546,0.704,0.0,0.57,0.946,0.0,0.564,0.866,0.0,0.48,0.908
1025,1.6493128532027344,9.04605659284102,9.228610915273462,6.814,9.368,9.218,0.106,0.534,0.684,0.0,0.578,0.918,0.0,0.556,0.85,0.0,0.48,0.896
1026,1.5460882730211183,9.036463709317461,9.255401927142715,6.844,9.414,9.336,0.066,0.53,0.678,0.0,0.576,0.916,0.0,0.556,0.862,0.0,0.482,0.906
1027,1.5832027897216419,8.999863392407615,9.222269374169688,6.892,9.442,9.416,0.092,0.546,0.672,0.0,0.578,0.91,0.0,0.558,0.872,0.0,0.482,0.902
1028,1.5248391662986949,8.976915616714399,9.196888114854676,6.852,9.488,9.35,0.108,0.562,0.712,0.0,0.578,0.9,0.0,0.564,0.86,0.0,0.486,0.91
1029,1.5622722748673001,9.033040210300825,9.1611836936651,6.876,9.472,9.368,0.088,0.554,0.704,0.0,0.572,0.906,0.0,0.564,0.87,0.0,0.484,0.914
1030,1.6130177416426015,8.94533627892771,9.240746667121785,6.862,9.498,9.518,0.104,0.526,0.722,0.0,0.578,0.91,0.0,0.566,0.886,0.0,0.484,0.928
1031,1.5178965090084222,9.06209397914892,9.241861625179979,6.79,9.442,9.354,0.106,0.532,0.71,0.0,0.574,0.918,0.0,0.57,0.864,0.0,0.484,0.91
1032,1.605246425875577,9.029890166960977,9.257355286685808,6.97,9.466,9.33,0.074,0.55,0.716,0.0,0.57,0.918,0.0,0.57,0.852,0.0,0.482,0.894
1033,1.586657983783435,8.950270711108116,9.162600234728663,6.778,9.48,9.322,0.112,0.542,0.728,0.0,0.568,0.884,0.0,0.562,0.84,0.0,0.482,0.89
1034,1.5186004469946301,9.02907831677152,9.093897536381057,6.788,9.514,9.126,0.108,0.558,0.686,0.0,0.576,0.896,0.0,0.572,0.828,0.0,0.49,0.864
1035,1.6877537536783107,8.940678051358894,9.222792807267851,6.834,9.516,9.212,0.118,0.504,0.678,0.0,0.578,0.902,0.0,0.572,0.85,0.0,0.492,0.9
1036,1.5706218853103153,9.084113251232122,9.224878867860257,6.868,9.362,9.386,0.082,0.576,0.696,0.0,0.576,0.906,0.0,0.554,0.848,0.0,0.482,0.892
1037,1.5804867198623922,9.025824885840548,9.146072536660501,6.792,9.512,9.418,0.108,0.524,0.728,0.0,0.576,0.906,0.0,0.568,0.864,0.0,0.488,0.912
1038,1.5590137227226653,8.958979310375783,9.206322094235981,6.944,9.478,9.292,0.084,0.58,0.688,0.0,0.574,0.912,0.0,0.564,0.836,0.0,0.484,0.876
1039,1.5693967436400764,9.047118314934252,9.148819166902443,6.856,9.492,9.324,0.09,0.564,0.668,0.0,0.582,0.902,0.0,0.572,0.854,0.0,0.48,0.89
1040,1.4794870007160157,9.002487016920684,9.29392338295597,6.862,9.478,9.338,0.082,0.534,0.684,0.0,0.578,0.936,0.0,0.568,0.838,0.0,0.484,0.886
1041,1.569754224800851,8.993270421510337,9.179140782788723,6.828,9.514,9.386,0.082,0.564,0.71,0.0,0.57,0.91,0.0,0.576,0.86,0.0,0.488,0.9
1042,1.5968346341194144,8.980735105332718,9.161675648972306,6.848,9.45,9.352,0.106,0.576,0.678,0.0,0.576,0.916,0.0,0.576,0.868,0.0,0.492,0.914
1043,1.5514622641124145,9.134814009096035,9.247030153620551,6.756,9.534,9.332,0.13,0.556,0.71,0.0,0.584,0.908,0.0,0.576,0.848,0.0,0.49,0.898
1044,1.6131361058191764,9.01901290185522,9.164794304857143,6.952,9.492,9.23,0.082,0.492,0.682,0.0,0.582,0.884,0.0,0.574,0.844,0.0,0.486,0.892
1045,1.5404249749587613,9.06769576430562,9.145558253762712,6.852,9.486,9.274,0.082,0.586,0.696,0.0,0.586,0.906,0.0,0.568,0.838,0.0,0.488,0.88
1046,1.589756794912035,8.99401399542475,9.099825508538123,6.906,9.482,9.256,0.078,0.562,0.676,0.0,0.58,0.906,0.0,0.574,0.852,0.0,0.49,0.892
1047,1.5545166135248822,9.044565946655855,9.161256064561819,6.942,9.486,9.304,0.084,0.54,0.712,0.0,0.576,0.924,0.0,0.572,0.852,0.0,0.486,0.906
1048,1.530268948672294,9.059233792936137,9.257926040291665,6.832,9.522,9.206,0.084,0.556,0.708,0.0,0.578,0.908,0.0,0.574,0.85,0.0,0.486,0.894
1049,1.626370999153727,8.997441231388555,9.29387036186371,6.854,9.494,9.266,0.084,0.598,0.692,0.0,0.584,0.922,0.0,0.58,0.854,0.0,0.49,0.886
1050,1.5844861409761613,9.073074398358722,9.040136071457727,6.812,9.432,9.27,0.11,0.564,0.688,0.0,0.582,0.902,0.0,0.572,0.864,0.0,0.48,0.9
1051,1.553300667638414,8.961748244154244,9.149062115048642,6.776,9.462,9.304,0.114,0.564,0.686,0.0,0.58,0.888,0.0,0.578,0.854,0.0,0.492,0.892
1052,1.5304200659203375,9.062389261989471,9.271417949288896,6.9,9.572,9.28,0.084,0.558,0.672,0.0,0.586,0.93,0.0,0.584,0.858,0.0,0.492,0.904
1053,1.6630846933155814,9.105739491650933,9.233545366836832,6.862,9.464,9.214,0.112,0.528,0.684,0.0,0.584,0.918,0.0,0.584,0.848,0.0,0.49,0.906
1054,1.5052150653336958,9.005682914110906,9.361021166693611,6.886,9.512,9.236,0.102,0.57,0.704,0.0,0.58,0.926,0.0,0.576,0.85,0.0,0.486,0.908
1055,1.6589408742010396,9.051797755574258,9.068558911862663,6.806,9.46,9.07,0.094,0.542,0.702,0.0,0.59,0.9,0.0,0.576,0.83,0.0,0.486,0.882
1056,1.4776020328187807,9.061460281120056,9.277893584968421,6.924,9.502,9.292,0.094,0.552,0.664,0.0,0.586,0.936,0.0,0.582,0.858,0.0,0.49,0.898
1057,1.5669322273027428,9.078194596032995,9.169988946264265,6.798,9.5,9.338,0.12,0.534,0.72,0.0,0.584,0.906,0.0,0.58,0.864,0.0,0.492,0.916
1058,1.5482513604476429,8.96677255817751,9.188487955762035,6.802,9.412,9.296,0.104,0.54,0.706,0.0,0.582,0.91,0.0,0.578,0.832,0.0,0.484,0.88
1059,1.5227599174188962,9.063933432619189,9.190085582569935,6.834,9.554,9.254,0.088,0.574,0.696,0.0,0.586,0.906,0.0,0.584,0.844,0.0,0.488,0.89
1060,1.5704746292526826,8.914806111738814,9.041689003702823,6.708,9.458,9.324,0.114,0.538,0.696,0.0,0.59,0.894,0.0,0.582,0.868,0.0,0.48,0.91
1061,1.5021362455976495,9.085855741757896,9.016567820618402,6.902,9.492,9.41,0.114,0.576,0.722,0.0,0.592,0.9,0.0,0.58,0.864,0.0,0.486,0.906
1062,1.5475940603920655,8.995815256387736,9.317783263528346,6.932,9.416,9.38,0.104,0.544,0.72,0.0,0.584,0.906,0.0,0.578,0.868,0.0,0.482,0.916
1063,1.5974396994925701,9.042596004622178,9.104043843538335,6.814,9.466,9.392,0.098,0.528,0.726,0.0,0.588,0.9,0.0,0.584,0.88,0.0,0.492,0.92
1064,1.49315349737809,9.034075614606282,9.246706942602554,6.82,9.474,9.434,0.106,0.544,0.722,0.0,0.586,0.908,0.0,0.582,0.868,0.0,0.486,0.908
1065,1.6137035143980842,9.07233061253588,9.10930213448041,6.926,9.538,9.492,0.088,0.566,0.724,0.0,0.59,0.898,0.0,0.582,0.876,0.0,0.486,0.918
1066,1.5578116681677954,8.994073428318568,9.096589857013052,6.844,9.474,9.198,0.092,0.57,0.718,0.0,0.586,0.918,0.0,0.578,0.842,0.0,0.49,0.908
1067,1.4742643964767879,8.982741620318322,9.220247162148336,6.82,9.542,9.49,0.078,0.564,0.726,0.0,0.586,0.922,0.0,0.58,0.882,0.0,0.492,0.912
1068,1.5237533042881326,8.968783312292308,9.034825005494532,6.802,9.48,9.196,0.104,0.554,0.676,0.0,0.592,0.9,0.0,0.576,0.844,0.0,0.494,0.894
1069,1.5653598837710756,8.940167266578536,9.161450459721317,6.876,9.532,9.306,0.102,0.564,0.68,0.0,0.592,0.906,0.0,0.574,0.844,0.0,0.486,0.88
1070,1.5197231425677722,9.047939591042937,9.306714315598988,6.734,9.564,9.472,0.11,0.534,0.75,0.0,0.59,0.934,0.0,0.582,0.88,0.0,0.492,0.912
