Step,Normal_Reward_k_0.1,Normal_Reward_k_1,Normal_Reward_k_5,Binomial_Reward_k_0.1,Binomial_Reward_k_1,Binomial_Reward_k_5,Bernoulli_Reward_k_0.1,Bernoulli_Reward_k_1,Bernoulli_Reward_k_5,Normal_Opt_k_0.1,Normal_Opt_k_1,Normal_Opt_k_5,Binomial_Opt_k_0.1,Binomial_Opt_k_1,Binomial_Opt_k_5,Bernoulli_Opt_k_0.1,Bernoulli_Opt_k_1,Bernoulli_Opt_k_5
146,9.51013806962896,9.568512034182374,8.946786501663883,9.828,9.814,9.294,0.754,0.682,0.378,0.878,0.97,0.638,0.992,0.992,0.754,0.528,0.398,0.134
147,9.492274290917196,9.607335212667579,8.837095076699725,9.826,9.794,9.302,0.76,0.672,0.394,0.878,0.972,0.646,0.992,0.992,0.76,0.53,0.414,0.128
148,9.372153395845228,9.554720450169553,8.953963527110856,9.804,9.818,9.358,0.748,0.73,0.428,0.878,0.968,0.666,0.992,0.998,0.754,0.528,0.424,0.16
149,9.471515443838943,9.492745588836074,8.99021161429751,9.85,9.878,9.392,0.776,0.658,0.44,0.878,0.974,0.656,0.992,0.998,0.764,0.532,0.394,0.148
150,9.50860381208867,9.468772443368982,8.89723917800317,9.858,9.82,9.336,0.776,0.646,0.454,0.878,0.978,0.68,0.992,0.984,0.742,0.532,0.424,0.162
151,9.469108378521042,9.606875323581104,9.03555933138004,9.83,9.828,9.474,0.752,0.656,0.468,0.878,0.984,0.68,0.992,0.992,0.788,0.536,0.396,0.148
152,9.470071569096236,9.498642494182802,8.936628472265268,9.856,9.818,9.476,0.788,0.658,0.48,0.878,0.98,0.676,0.992,0.996,0.782,0.538,0.396,0.196
153,9.461656913898919,9.519040066469694,8.900703926383507,9.824,9.84,9.406,0.766,0.67,0.45,0.878,0.986,0.662,0.992,1.0,0.746,0.538,0.422,0.146
154,9.47479991747709,9.48250191114869,9.107623763167972,9.814,9.83,9.424,0.772,0.682,0.468,0.878,0.984,0.722,0.992,0.992,0.778,0.534,0.448,0.194
155,9.472276922716246,9.56930305568595,8.999321324876325,9.828,9.854,9.414,0.788,0.67,0.45,0.876,0.988,0.698,0.992,0.996,0.778,0.536,0.448,0.156
156,9.441644970859416,9.423993606270129,8.967039050759888,9.822,9.804,9.522,0.754,0.652,0.504,0.878,0.978,0.654,0.992,0.99,0.788,0.538,0.464,0.184
157,9.53897590135099,9.53682786042642,8.95299605335686,9.824,9.83,9.4,0.776,0.644,0.464,0.878,0.982,0.67,0.992,0.99,0.768,0.54,0.412,0.17
158,9.495917049485438,9.498373050088572,8.945562153399793,9.81,9.842,9.322,0.756,0.668,0.464,0.878,0.982,0.676,0.992,0.998,0.762,0.538,0.406,0.14
159,9.402851379243783,9.593907472668109,8.923323353860589,9.84,9.848,9.428,0.778,0.636,0.372,0.878,0.974,0.648,0.992,0.99,0.794,0.538,0.394,0.174
160,9.473816551234878,9.528440750281254,9.03897740088562,9.832,9.824,9.332,0.758,0.602,0.356,0.878,0.978,0.672,0.992,0.994,0.77,0.538,0.39,0.118
161,9.57147029268613,9.589375472464106,8.944675583970952,9.856,9.824,9.336,0.774,0.638,0.42,0.878,0.984,0.632,0.992,0.994,0.754,0.534,0.402,0.148
162,9.4731395693556,9.547074351377237,8.96399953863537,9.85,9.828,9.288,0.782,0.628,0.386,0.88,0.976,0.66,0.992,0.998,0.748,0.536,0.382,0.14
163,9.407350112149855,9.537853962103442,8.974109123423732,9.788,9.838,9.228,0.74,0.63,0.402,0.88,0.974,0.676,0.992,0.994,0.744,0.536,0.38,0.154
164,9.493321734761063,9.58455001924981,8.967652093311527,9.82,9.834,9.254,0.764,0.66,0.39,0.88,0.972,0.684,0.992,0.994,0.764,0.532,0.382,0.134
165,9.419475283905333,9.586543836923553,8.914421701229761,9.838,9.822,9.12,0.784,0.656,0.418,0.88,0.978,0.658,0.992,0.99,0.738,0.532,0.402,0.132
166,9.470019904395778,9.518903328576906,8.957668206939095,9.83,9.824,9.262,0.764,0.654,0.478,0.88,0.978,0.674,0.992,0.994,0.746,0.534,0.4,0.178
167,9.482385780115933,9.498774059279018,9.019065747340646,9.83,9.84,9.204,0.732,0.658,0.486,0.88,0.974,0.694,0.992,0.99,0.732,0.536,0.398,0.16
168,9.50094437083868,9.550893615624702,8.966652506922701,9.83,9.818,9.244,0.774,0.662,0.438,0.88,0.982,0.708,0.992,0.996,0.75,0.536,0.408,0.168
169,9.499650633354197,9.56528226923371,9.030083585188722,9.854,9.836,9.27,0.79,0.652,0.47,0.88,0.984,0.678,0.992,0.998,0.768,0.544,0.448,0.156
170,9.37714358564645,9.58012161991483,9.0576192578739,9.802,9.838,9.324,0.762,0.676,0.472,0.88,0.978,0.698,0.992,0.996,0.766,0.542,0.452,0.196
171,9.433533106909255,9.58350420305103,9.145650907272898,9.818,9.826,9.356,0.754,0.686,0.478,0.88,0.972,0.694,0.992,0.99,0.754,0.542,0.434,0.168
172,9.436486220305683,9.51927845512238,8.98463495936233,9.838,9.83,9.278,0.764,0.646,0.388,0.88,0.978,0.702,0.992,0.998,0.788,0.542,0.402,0.16
173,9.527791433121433,9.496472418146075,8.868519141249894,9.816,9.81,9.382,0.766,0.658,0.386,0.88,0.978,0.674,0.992,1.0,0.784,0.538,0.438,0.14
174,9.450609888192943,9.546021165910792,8.970169842031721,9.834,9.836,9.426,0.782,0.704,0.432,0.88,0.976,0.674,0.992,0.994,0.776,0.54,0.436,0.152
175,9.493565254251012,9.528936650841075,8.938371805696379,9.83,9.85,9.382,0.756,0.708,0.376,0.88,0.988,0.656,0.992,0.998,0.796,0.542,0.442,0.138
176,9.451954780568803,9.528405460288269,9.086193859627071,9.836,9.83,9.444,0.8,0.692,0.428,0.88,0.984,0.702,0.992,0.996,0.796,0.542,0.44,0.178
177,9.471919026998549,9.576218705111964,9.072277712628724,9.844,9.838,9.414,0.8,0.7,0.374,0.88,0.98,0.708,0.992,0.996,0.802,0.544,0.438,0.126
178,9.464862351066389,9.509318341585775,9.07670898791759,9.826,9.812,9.404,0.76,0.704,0.41,0.88,0.984,0.71,0.992,0.996,0.758,0.542,0.424,0.148
179,9.461918641157512,9.529524973460498,9.08465873584092,9.808,9.844,9.442,0.758,0.678,0.408,0.88,0.988,0.694,0.992,0.994,0.774,0.544,0.406,0.148
180,9.556881177148988,9.581691005649045,9.100326752765536,9.842,9.82,9.306,0.786,0.7,0.416,0.88,0.99,0.738,0.992,0.992,0.758,0.542,0.404,0.154
181,9.37426358252408,9.621733690214207,8.931203020080906,9.818,9.824,9.306,0.73,0.658,0.444,0.88,0.986,0.648,0.992,0.996,0.786,0.542,0.4,0.162
182,9.516968097239076,9.54797952987515,9.006952554852198,9.824,9.856,9.372,0.742,0.712,0.452,0.88,0.988,0.67,0.992,0.992,0.75,0.54,0.402,0.18
183,9.55514237763215,9.417112776702526,9.126093417176971,9.836,9.832,9.398,0.75,0.714,0.46,0.88,0.986,0.694,0.992,0.99,0.786,0.542,0.398,0.168
184,9.368190382065686,9.536194051800795,9.097440313900298,9.822,9.812,9.342,0.764,0.642,0.43,0.88,0.986,0.702,0.992,0.994,0.784,0.544,0.418,0.126
185,9.602301192424314,9.602140097411505,9.108245649649204,9.844,9.808,9.388,0.794,0.66,0.412,0.88,0.976,0.708,0.992,0.992,0.798,0.542,0.424,0.178
186,9.439011368817741,9.593566089098895,9.132127529337707,9.83,9.828,9.352,0.776,0.664,0.416,0.88,0.978,0.736,0.992,1.0,0.742,0.546,0.424,0.148
187,9.436294513841721,9.503951008942295,9.06364488136522,9.842,9.868,9.316,0.748,0.702,0.484,0.88,0.98,0.682,0.992,0.994,0.772,0.55,0.42,0.156
188,9.550451513548945,9.580808685933073,9.131466437130209,9.812,9.822,9.428,0.758,0.698,0.408,0.88,0.978,0.726,0.992,0.988,0.772,0.55,0.452,0.116
189,9.459135956470865,9.573410472302676,9.249493895200233,9.84,9.844,9.47,0.782,0.686,0.428,0.88,0.986,0.746,0.992,0.994,0.79,0.542,0.46,0.126
190,9.402141617521764,9.52626767889926,9.10755278829665,9.836,9.79,9.528,0.774,0.652,0.386,0.88,0.984,0.712,0.992,0.994,0.828,0.542,0.456,0.152
191,9.44863161202736,9.56293864016169,9.030832650971629,9.814,9.844,9.486,0.762,0.708,0.416,0.88,0.988,0.708,0.992,0.99,0.794,0.546,0.456,0.134
192,9.42467811627806,9.529002450138092,9.081811997135452,9.816,9.838,9.44,0.762,0.672,0.414,0.88,0.984,0.692,0.992,0.994,0.774,0.546,0.462,0.162
193,9.509481325308489,9.539839939838082,9.048473160592753,9.82,9.822,9.428,0.758,0.672,0.48,0.88,0.986,0.686,0.992,0.994,0.776,0.544,0.454,0.186
194,9.549098640099864,9.576037981478537,9.16097609233928,9.836,9.792,9.53,0.766,0.646,0.466,0.88,0.988,0.748,0.992,0.986,0.822,0.544,0.452,0.168
195,9.464876151563118,9.594468910162183,9.067964291447852,9.798,9.85,9.546,0.724,0.69,0.472,0.88,0.988,0.714,0.992,0.99,0.804,0.546,0.448,0.142
196,9.48488754148718,9.58567397028697,9.11049270454712,9.848,9.822,9.52,0.776,0.708,0.448,0.878,0.98,0.716,0.992,0.992,0.806,0.548,0.46,0.158
197,9.429259793007052,9.544713919510949,9.060150494830015,9.818,9.842,9.532,0.75,0.71,0.462,0.88,0.972,0.704,0.992,0.99,0.814,0.548,0.444,0.198
198,9.507413720599722,9.529570967779406,9.150033701401632,9.822,9.812,9.588,0.762,0.738,0.47,0.88,0.976,0.71,0.992,0.986,0.83,0.55,0.45,0.164
199,9.484816475996173,9.518699517585341,9.064233948634364,9.81,9.824,9.588,0.746,0.73,0.46,0.88,0.978,0.708,0.992,0.986,0.83,0.55,0.436,0.172
200,9.470045273958112,9.543328346631299,8.986525990431582,9.828,9.846,9.59,0.772,0.702,0.436,0.88,0.974,0.712,0.992,0.99,0.834,0.544,0.436,0.168
201,9.526730735331881,9.518970785151275,9.137253114024045,9.812,9.826,9.554,0.774,0.682,0.464,0.88,0.976,0.726,0.992,0.996,0.79,0.552,0.436,0.158
202,9.393054040564174,9.55154595506236,9.138208795481146,9.828,9.824,9.526,0.748,0.678,0.492,0.88,0.984,0.736,0.992,0.996,0.784,0.55,0.436,0.152
203,9.4271408270452,9.552135290267985,9.086412244250711,9.83,9.818,9.614,0.786,0.702,0.426,0.88,0.986,0.726,0.992,0.992,0.842,0.55,0.424,0.152
204,9.4912960721699,9.511430057517076,8.98339559780377,9.808,9.83,9.572,0.764,0.708,0.452,0.88,0.99,0.682,0.992,0.994,0.826,0.55,0.44,0.16
205,9.49184112578442,9.529097211659751,9.046542099265086,9.814,9.828,9.498,0.756,0.69,0.416,0.88,0.984,0.714,0.992,0.998,0.82,0.55,0.448,0.162
206,9.441070396143473,9.645098146861043,9.103576624152112,9.834,9.816,9.558,0.768,0.704,0.432,0.88,0.986,0.72,0.992,0.988,0.818,0.548,0.414,0.142
207,9.490153884828207,9.527911153517897,9.094625678387626,9.808,9.836,9.646,0.766,0.684,0.436,0.88,0.992,0.714,0.992,1.0,0.85,0.548,0.412,0.152
208,9.492445900356195,9.472025947859738,9.150632045798327,9.802,9.82,9.566,0.726,0.698,0.444,0.88,0.984,0.698,0.992,0.984,0.828,0.55,0.424,0.168
209,9.487803903565073,9.526894336890539,9.143706142299564,9.836,9.796,9.556,0.772,0.658,0.394,0.88,0.99,0.71,0.992,0.986,0.816,0.556,0.42,0.124
210,9.381275537081132,9.54230516831286,9.127505125016409,9.842,9.824,9.644,0.78,0.648,0.43,0.88,0.986,0.712,0.992,0.994,0.846,0.558,0.4,0.166
211,9.518237589323192,9.489559850302665,9.073689921967054,9.868,9.826,9.558,0.792,0.7,0.458,0.88,0.986,0.718,0.99,0.996,0.822,0.558,0.412,0.18
212,9.47593689071595,9.635596399138784,9.174921795966695,9.816,9.838,9.572,0.758,0.702,0.444,0.88,0.986,0.754,0.99,0.992,0.838,0.56,0.398,0.176
213,9.394970089694992,9.509727677943133,9.090527378766243,9.842,9.83,9.508,0.752,0.678,0.422,0.88,0.978,0.716,0.99,0.982,0.816,0.556,0.44,0.158
214,9.470600344791423,9.561873567066765,9.110816186831242,9.826,9.796,9.564,0.77,0.696,0.45,0.88,0.984,0.722,0.992,0.982,0.822,0.554,0.418,0.172
215,9.390021038920393,9.566776833702402,8.982570731870117,9.856,9.852,9.56,0.782,0.704,0.454,0.88,0.98,0.678,0.992,0.998,0.834,0.554,0.448,0.168
216,9.493614453996182,9.52504851695965,8.939114917495248,9.866,9.85,9.494,0.794,0.696,0.42,0.88,0.986,0.69,0.992,0.99,0.806,0.556,0.432,0.18
217,9.485942681951462,9.52753379324743,9.021749634058061,9.826,9.826,9.578,0.76,0.73,0.404,0.88,0.986,0.668,0.992,0.994,0.82,0.556,0.452,0.17
218,9.429172098962532,9.5569111565727,9.06300409094638,9.834,9.812,9.598,0.766,0.686,0.466,0.88,0.986,0.718,0.992,0.996,0.84,0.552,0.458,0.152
219,9.5225722788342,9.516331392772036,9.163758006224821,9.83,9.834,9.508,0.768,0.706,0.424,0.88,0.986,0.74,0.992,0.986,0.832,0.552,0.438,0.176
220,9.472658714590485,9.531507551291783,9.23147495810543,9.834,9.846,9.534,0.794,0.754,0.454,0.88,0.984,0.756,0.992,0.996,0.83,0.552,0.478,0.148
221,9.494932870764469,9.504623800532093,9.094641507586687,9.842,9.826,9.528,0.788,0.706,0.452,0.88,0.98,0.776,0.992,0.992,0.834,0.556,0.468,0.15
222,9.446207334987506,9.523110869365489,9.055386172693813,9.832,9.828,9.532,0.756,0.694,0.382,0.88,0.982,0.702,0.992,0.998,0.83,0.56,0.488,0.154
223,9.40002358846678,9.55121811425109,9.137713822295156,9.836,9.79,9.49,0.77,0.694,0.404,0.88,0.982,0.706,0.992,0.992,0.828,0.558,0.48,0.166
224,9.44757857237411,9.50624656955604,9.080343706382818,9.846,9.816,9.588,0.792,0.682,0.45,0.88,0.982,0.704,0.992,0.996,0.84,0.558,0.472,0.166
225,9.593274429417924,9.50800912010453,9.019183828093668,9.84,9.808,9.414,0.794,0.688,0.488,0.88,0.98,0.728,0.992,0.996,0.784,0.558,0.464,0.17
226,9.425761340670858,9.535174333378095,9.175787371147713,9.826,9.838,9.406,0.76,0.71,0.498,0.88,0.982,0.72,0.992,0.994,0.812,0.558,0.454,0.168
227,9.581384984154269,9.556032321129182,9.057664642267918,9.798,9.83,9.53,0.75,0.708,0.464,0.88,0.986,0.75,0.992,0.996,0.838,0.56,0.46,0.178
228,9.426441066468,9.56005065079078,9.078742540238919,9.838,9.846,9.366,0.79,0.702,0.486,0.88,0.986,0.72,0.992,0.994,0.818,0.56,0.45,0.16
229,9.48384054769375,9.647679946534376,9.19514953504951,9.834,9.84,9.492,0.77,0.708,0.448,0.88,0.984,0.748,0.992,0.994,0.842,0.562,0.442,0.154
230,9.451511952653439,9.591695236143227,9.160886533012594,9.816,9.836,9.506,0.75,0.71,0.502,0.88,0.988,0.728,0.992,0.992,0.832,0.56,0.414,0.168
231,9.459555209417296,9.526890950622292,9.205449302102332,9.822,9.802,9.424,0.75,0.704,0.432,0.88,0.982,0.752,0.992,0.99,0.814,0.56,0.414,0.176
232,9.425631729608991,9.577192788550946,9.159318308444657,9.848,9.824,9.384,0.76,0.682,0.418,0.88,0.984,0.758,0.992,0.992,0.824,0.562,0.418,0.164
233,9.516654125049145,9.508555885937636,9.158411504919705,9.828,9.82,9.31,0.784,0.684,0.412,0.88,0.98,0.73,0.992,0.994,0.77,0.562,0.416,0.14
234,9.451406969849161,9.4897818473413,9.18599530033595,9.846,9.826,9.248,0.768,0.67,0.45,0.88,0.976,0.778,0.992,0.996,0.79,0.56,0.45,0.16
235,9.412248999580585,9.584631283721343,9.071235120275391,9.862,9.788,9.302,0.8,0.656,0.482,0.88,0.974,0.738,0.992,1.0,0.79,0.562,0.476,0.182
236,9.449003794693768,9.5388899269301,9.065283833735426,9.834,9.816,9.328,0.76,0.686,0.426,0.88,0.982,0.726,0.992,0.996,0.79,0.56,0.458,0.168
237,9.405037704632356,9.622633726571568,9.126591298236452,9.814,9.83,9.26,0.756,0.686,0.406,0.88,0.984,0.716,0.992,0.994,0.78,0.558,0.456,0.134
238,9.427171216486874,9.501864764348692,9.242269027334622,9.826,9.846,9.25,0.764,0.69,0.43,0.88,0.982,0.738,0.992,0.996,0.786,0.562,0.442,0.172
239,9.415858529365254,9.601054333400452,9.12623195925216,9.848,9.818,9.404,0.788,0.656,0.458,0.88,0.988,0.742,0.992,0.994,0.814,0.564,0.452,0.156
240,9.417515175176655,9.52074831855268,9.268370885617246,9.818,9.834,9.224,0.758,0.672,0.452,0.88,0.986,0.78,0.992,0.998,0.77,0.568,0.458,0.164
241,9.401539369009956,9.506753725534875,9.140964425921306,9.87,9.832,9.204,0.804,0.718,0.428,0.88,0.986,0.764,0.992,0.996,0.784,0.564,0.476,0.174
242,9.41182439666532,9.543723001889944,9.246283338256209,9.822,9.842,9.176,0.74,0.672,0.444,0.88,0.978,0.772,0.992,0.996,0.766,0.562,0.458,0.158
243,9.551142035405514,9.59185320754355,9.140035869246667,9.824,9.81,9.272,0.786,0.692,0.478,0.88,0.984,0.754,0.992,0.998,0.802,0.562,0.442,0.172
244,9.484257515142435,9.485105625129425,9.137530591485808,9.854,9.826,9.294,0.792,0.676,0.496,0.88,0.978,0.754,0.992,0.998,0.8,0.566,0.448,0.178
245,9.448411891261653,9.449338210012392,9.162447334230457,9.824,9.828,9.354,0.746,0.698,0.5,0.88,0.982,0.72,0.992,0.988,0.808,0.566,0.462,0.174
246,9.469317541869376,9.54887712567872,9.229684724594666,9.836,9.826,9.268,0.788,0.684,0.488,0.88,0.984,0.758,0.992,0.992,0.802,0.566,0.462,0.178
247,9.484073762238474,9.588081872108363,9.216804615413912,9.83,9.852,9.488,0.78,0.712,0.424,0.88,0.99,0.744,0.992,0.994,0.848,0.564,0.448,0.156
248,9.398631199323653,9.497607107024736,9.121641205352038,9.808,9.856,9.386,0.748,0.718,0.436,0.88,0.986,0.76,0.992,1.0,0.8,0.564,0.49,0.136
249,9.415386692203793,9.573748346993757,9.140978362662887,9.85,9.818,9.482,0.78,0.67,0.478,0.88,0.992,0.752,0.992,1.0,0.844,0.568,0.494,0.182
250,9.513664446949207,9.554964164751592,9.114211162533225,9.826,9.832,9.506,0.742,0.69,0.492,0.88,0.992,0.748,0.992,0.994,0.826,0.566,0.466,0.158
251,9.455305624066638,9.531497915553826,9.101518665177585,9.836,9.854,9.482,0.788,0.702,0.436,0.88,0.992,0.76,0.992,0.994,0.84,0.564,0.472,0.174
252,9.474529685756519,9.55205961926793,9.127223833949838,9.83,9.848,9.56,0.776,0.704,0.424,0.88,0.992,0.748,0.992,0.994,0.858,0.564,0.47,0.14
253,9.46394669133995,9.4836679628384,9.209385046566188,9.818,9.818,9.48,0.776,0.706,0.46,0.88,0.986,0.736,0.992,0.996,0.796,0.564,0.49,0.174
254,9.479606296456973,9.484484321966017,9.216305349791865,9.81,9.822,9.602,0.74,0.676,0.444,0.88,0.988,0.758,0.992,0.994,0.83,0.564,0.474,0.15
255,9.450515696692674,9.482477069178204,9.160024926221375,9.834,9.804,9.434,0.782,0.674,0.43,0.88,0.988,0.728,0.992,0.998,0.798,0.564,0.452,0.158
256,9.363851511107649,9.560695621676308,9.16795811240835,9.82,9.852,9.616,0.794,0.728,0.45,0.88,0.992,0.78,0.992,1.0,0.846,0.566,0.446,0.18
257,9.43908377231288,9.640939964986863,9.26568437495561,9.83,9.858,9.61,0.762,0.7,0.444,0.88,0.988,0.78,0.992,0.996,0.836,0.564,0.452,0.16
258,9.496542948700277,9.564474960002318,9.146999882830828,9.818,9.848,9.598,0.742,0.702,0.452,0.882,0.988,0.712,0.992,0.998,0.834,0.564,0.478,0.192
259,9.481848300805455,9.494266583325782,9.195079798659767,9.842,9.848,9.596,0.76,0.742,0.462,0.88,0.984,0.772,0.992,0.994,0.846,0.564,0.48,0.164
260,9.434724766761622,9.469284509065728,9.26635076114934,9.846,9.848,9.638,0.776,0.704,0.454,0.88,0.982,0.784,0.992,0.994,0.84,0.564,0.498,0.156
261,9.50620234589173,9.547697046254763,9.199071036382843,9.814,9.832,9.586,0.75,0.728,0.458,0.88,0.986,0.75,0.992,0.99,0.826,0.562,0.492,0.162
262,9.5160927496129,9.551709315548047,9.301008253372316,9.828,9.84,9.652,0.776,0.716,0.438,0.88,0.986,0.786,0.992,0.998,0.868,0.564,0.492,0.184
263,9.523859561713826,9.600176164986989,9.069757228568275,9.812,9.818,9.582,0.732,0.686,0.49,0.88,0.988,0.732,0.992,0.998,0.824,0.566,0.492,0.18
264,9.514737774669609,9.53757433153884,9.202830630131121,9.85,9.83,9.574,0.782,0.712,0.446,0.88,0.992,0.768,0.992,0.998,0.848,0.564,0.484,0.176
265,9.520964659464253,9.590044982328871,9.12965552029098,9.814,9.82,9.668,0.774,0.7,0.426,0.88,0.992,0.752,0.992,1.0,0.862,0.564,0.49,0.176
266,9.494153134442243,9.58253601650979,9.204578474286544,9.768,9.82,9.608,0.712,0.726,0.47,0.88,0.994,0.768,0.992,0.996,0.866,0.566,0.498,0.16
267,9.462478416977262,9.542185921827292,9.154066698905721,9.842,9.83,9.712,0.79,0.704,0.494,0.882,0.992,0.786,0.992,0.998,0.87,0.566,0.476,0.166
268,9.558406103699655,9.536312699484881,9.135448275036923,9.842,9.818,9.562,0.778,0.71,0.458,0.882,0.988,0.742,0.992,0.996,0.846,0.57,0.484,0.17
269,9.482516812273714,9.52006155759179,9.080307089863794,9.804,9.812,9.542,0.754,0.688,0.442,0.882,0.99,0.72,0.992,0.996,0.828,0.57,0.494,0.174
270,9.469597463335234,9.585932152057302,9.260582248902763,9.834,9.838,9.562,0.796,0.698,0.484,0.882,0.986,0.764,0.992,0.996,0.834,0.568,0.488,0.19
271,9.426608012823282,9.534295904043924,9.169462891815712,9.828,9.86,9.632,0.776,0.714,0.46,0.882,0.99,0.76,0.992,0.998,0.86,0.566,0.48,0.144
272,9.523612004085326,9.539002170820925,9.130246324493925,9.834,9.81,9.494,0.774,0.722,0.43,0.882,0.99,0.768,0.992,0.994,0.808,0.566,0.476,0.152
273,9.377458574836236,9.556516761599191,9.201471524918569,9.842,9.79,9.546,0.776,0.68,0.476,0.882,0.988,0.754,0.992,0.994,0.836,0.566,0.466,0.146
274,9.42227363358665,9.562446380612018,9.193162878274652,9.83,9.878,9.532,0.736,0.74,0.46,0.882,0.994,0.768,0.992,1.0,0.832,0.566,0.444,0.166
275,9.517218979215189,9.486948239938371,9.128480412512847,9.808,9.842,9.586,0.746,0.712,0.488,0.882,0.988,0.756,0.992,0.998,0.858,0.566,0.456,0.168
276,9.406773133531564,9.614847717144947,9.204483182536029,9.814,9.8,9.578,0.752,0.684,0.48,0.882,0.99,0.768,0.992,1.0,0.836,0.57,0.486,0.198
277,9.464317991259882,9.483175117559677,9.261931378853687,9.836,9.832,9.548,0.782,0.72,0.454,0.882,0.99,0.79,0.992,1.0,0.82,0.57,0.478,0.18
278,9.455458237433632,9.513196640714217,9.223406307224113,9.86,9.852,9.542,0.798,0.688,0.454,0.882,0.992,0.792,0.992,0.996,0.838,0.57,0.496,0.166
279,9.42942918852971,9.53261417874999,9.248950909142332,9.826,9.804,9.626,0.78,0.688,0.468,0.882,0.994,0.79,0.992,0.996,0.858,0.572,0.496,0.172
280,9.421913928591284,9.493159442314669,9.254128015836768,9.842,9.848,9.484,0.79,0.694,0.43,0.882,0.986,0.77,0.992,0.998,0.806,0.57,0.48,0.168
281,9.4787323745729,9.465650759554839,9.127036693875116,9.82,9.844,9.568,0.774,0.726,0.456,0.882,0.986,0.788,0.992,0.996,0.864,0.57,0.478,0.164
282,9.589105743516614,9.59477680001434,9.153950233730162,9.812,9.846,9.552,0.764,0.732,0.452,0.882,0.986,0.76,0.992,0.992,0.83,0.568,0.458,0.194
283,9.516922386709508,9.47158591852579,9.20424633652092,9.802,9.83,9.54,0.74,0.684,0.422,0.882,0.984,0.776,0.992,1.0,0.814,0.562,0.468,0.166
284,9.431811327289486,9.51811912605671,9.245583562357293,9.854,9.83,9.588,0.814,0.73,0.438,0.882,0.986,0.754,0.992,0.996,0.828,0.566,0.472,0.14
285,9.415314049104653,9.5807129714489,9.30852565568106,9.82,9.856,9.552,0.734,0.694,0.468,0.882,0.988,0.776,0.992,1.0,0.816,0.566,0.474,0.154
286,9.475988463523315,9.469251872810128,9.238233155341911,9.792,9.824,9.47,0.736,0.694,0.412,0.882,0.984,0.766,0.992,1.0,0.814,0.568,0.498,0.156
287,9.461772547612584,9.603865516837685,9.189645391951764,9.85,9.818,9.562,0.764,0.728,0.48,0.882,0.99,0.792,0.992,1.0,0.85,0.564,0.48,0.196
288,9.523998176407403,9.573896889844633,9.136900777566934,9.804,9.82,9.65,0.742,0.704,0.444,0.882,0.986,0.772,0.992,0.998,0.872,0.564,0.492,0.184
289,9.448573673706566,9.474933246722669,9.190713483372695,9.826,9.816,9.512,0.774,0.67,0.47,0.882,0.984,0.77,0.992,1.0,0.834,0.566,0.484,0.164
290,9.452415065434128,9.562770784619838,9.127876171028031,9.846,9.866,9.586,0.772,0.756,0.484,0.882,0.992,0.774,0.992,0.998,0.87,0.568,0.476,0.174
291,9.507479469097344,9.50778764991833,9.201973055476733,9.844,9.832,9.63,0.764,0.69,0.468,0.882,0.992,0.762,0.992,0.996,0.862,0.57,0.472,0.18
292,9.556255037291397,9.517362539044292,9.275015073790916,9.846,9.854,9.602,0.78,0.72,0.52,0.882,0.99,0.79,0.992,0.996,0.852,0.568,0.504,0.186
293,9.420483010552983,9.524783255215315,9.219818916103474,9.864,9.828,9.586,0.778,0.708,0.456,0.882,0.99,0.776,0.992,0.996,0.838,0.57,0.486,0.176
294,9.519465911279168,9.569537476486211,9.225325687830777,9.844,9.806,9.534,0.786,0.692,0.438,0.882,0.994,0.796,0.992,0.998,0.838,0.568,0.488,0.176
295,9.46433302776997,9.587639171343818,9.19621153323366,9.83,9.834,9.692,0.776,0.712,0.44,0.882,0.994,0.786,0.992,1.0,0.88,0.568,0.504,0.17
296,9.47941725784898,9.57341745723821,9.22744226466206,9.848,9.8,9.646,0.784,0.696,0.426,0.882,0.994,0.786,0.992,0.996,0.882,0.568,0.5,0.162
297,9.47643541827606,9.569395894164094,9.231212721835773,9.84,9.866,9.656,0.766,0.764,0.448,0.882,0.988,0.794,0.992,1.0,0.866,0.566,0.47,0.166
298,9.526950170776418,9.48373074216837,9.312341282689411,9.794,9.85,9.572,0.742,0.768,0.452,0.882,0.994,0.82,0.992,1.0,0.872,0.568,0.498,0.18
299,9.45393020013028,9.608821808247551,9.321473616647785,9.826,9.814,9.602,0.772,0.706,0.454,0.882,0.988,0.798,0.992,0.998,0.868,0.568,0.514,0.18
300,9.389330821966258,9.554309838873003,9.218542325343014,9.846,9.86,9.64,0.782,0.732,0.42,0.882,0.992,0.774,0.992,0.998,0.87,0.57,0.496,0.152
301,9.447476661186792,9.54226477703092,9.281015526911382,9.812,9.838,9.638,0.758,0.746,0.468,0.882,0.998,0.762,0.992,0.998,0.868,0.57,0.51,0.222
302,9.557065062417019,9.544161801026588,9.319340491442949,9.826,9.818,9.604,0.766,0.714,0.466,0.882,0.988,0.78,0.992,0.998,0.87,0.57,0.524,0.164
303,9.447036853447594,9.581763648425879,9.203592819145038,9.84,9.87,9.63,0.782,0.746,0.446,0.882,0.992,0.764,0.992,1.0,0.874,0.568,0.526,0.17
304,9.447749076438964,9.631495196737184,9.21397779340977,9.816,9.83,9.596,0.736,0.728,0.47,0.882,0.996,0.77,0.992,0.998,0.866,0.568,0.52,0.144
