Step,Normal_Reward_Tau_0.1,Normal_Reward_Tau_1,Normal_Reward_Tau_5,Binomial_Reward_Tau_0.1,Binomial_Reward_Tau_1,Binomial_Reward_Tau_5,Bernoulli_Reward_Tau_0.1,Bernoulli_Reward_Tau_1,Bernoulli_Reward_Tau_5,Normal_Opt_Tau_0.1,Normal_Opt_Tau_1,Normal_Opt_Tau_5,Binomial_Opt_Tau_0.1,Binomial_Opt_Tau_1,Binomial_Opt_Tau_5,Bernoulli_Opt_Tau_0.1,Bernoulli_Opt_Tau_1,Bernoulli_Opt_Tau_5
1833,5.675402678540588,8.748674785551556,6.981725989094909,5.754,8.31,6.32,0.914,0.582,0.538,0.09,0.446,0.204,0.112,0.428,0.182,0.402,0.134,0.1
1834,5.700967320747463,8.707106070644636,6.960593145960764,5.786,8.434,6.532,0.902,0.616,0.488,0.09,0.448,0.188,0.112,0.438,0.19,0.404,0.186,0.096
1835,5.569810728295891,8.782985149190866,6.856529850236024,5.794,8.342,6.52,0.944,0.612,0.512,0.09,0.45,0.166,0.112,0.408,0.2,0.42,0.154,0.104
1836,5.586192315395553,8.75495747566081,7.121722712923419,5.762,8.434,6.488,0.936,0.598,0.52,0.09,0.458,0.212,0.112,0.454,0.186,0.412,0.154,0.106
1837,5.6155599594496755,8.652262341419645,6.939216314469589,5.742,8.46,6.496,0.918,0.6,0.576,0.09,0.448,0.19,0.112,0.418,0.182,0.42,0.16,0.104
1838,5.5347710937306225,8.821422257031028,7.0204931407457565,5.902,8.428,6.456,0.932,0.582,0.52,0.09,0.454,0.208,0.112,0.448,0.17,0.43,0.132,0.1
1839,5.555970953640787,8.788019262779057,6.963414860739338,5.808,8.38,6.39,0.94,0.602,0.536,0.09,0.454,0.202,0.112,0.422,0.182,0.424,0.156,0.12
1840,5.620488381117259,8.740129552601193,6.818761550386577,5.852,8.466,6.244,0.926,0.622,0.532,0.09,0.454,0.158,0.112,0.456,0.148,0.428,0.13,0.12
1841,5.579495551437965,8.749823694962123,7.318580509533325,5.938,8.376,6.452,0.922,0.612,0.544,0.09,0.43,0.238,0.112,0.434,0.184,0.41,0.136,0.112
1842,5.511967348375017,8.686791087426391,7.047461248209075,5.844,8.416,6.576,0.944,0.606,0.53,0.09,0.444,0.172,0.112,0.458,0.168,0.418,0.164,0.114
1843,5.599146305159567,8.758958654671101,7.055341945152522,5.732,8.378,6.552,0.916,0.614,0.516,0.09,0.442,0.21,0.112,0.458,0.182,0.426,0.146,0.142
1844,5.549211442353561,8.754669434100775,6.961303895233445,5.86,8.242,6.622,0.916,0.584,0.552,0.09,0.444,0.194,0.112,0.404,0.214,0.416,0.146,0.132
1845,5.636809939670473,8.69340404539822,7.119709523934434,5.756,8.344,6.344,0.924,0.588,0.564,0.09,0.436,0.192,0.112,0.428,0.174,0.424,0.148,0.122
1846,5.589711249033989,8.86315674728346,7.014954321887732,5.78,8.396,6.51,0.932,0.604,0.494,0.09,0.452,0.18,0.112,0.422,0.162,0.418,0.144,0.09
1847,5.510957477461711,8.677473610295833,6.7697769255589275,5.846,8.418,6.428,0.926,0.602,0.512,0.09,0.446,0.172,0.112,0.44,0.172,0.414,0.17,0.11
1848,5.550396666590906,8.72197872721989,7.211279112374096,5.762,8.254,6.48,0.918,0.602,0.482,0.09,0.458,0.206,0.112,0.428,0.208,0.408,0.188,0.098
1849,5.583603911338768,8.700290828837744,6.9643960566434115,5.786,8.39,6.538,0.918,0.62,0.526,0.09,0.456,0.18,0.112,0.428,0.196,0.41,0.164,0.13
1850,5.5805713738445215,8.606448067614565,6.97876697312745,5.832,8.358,6.366,0.916,0.61,0.504,0.09,0.44,0.188,0.112,0.418,0.202,0.428,0.166,0.088
1851,5.595935989277803,8.74238795082297,6.839454438372396,5.82,8.374,6.32,0.92,0.598,0.476,0.09,0.456,0.16,0.112,0.456,0.168,0.428,0.162,0.098
1852,5.616032497585225,8.856714333803078,6.8585405329008555,5.73,8.36,6.422,0.92,0.636,0.484,0.09,0.48,0.21,0.112,0.422,0.192,0.426,0.164,0.11
1853,5.5480249523957585,8.765665769769274,7.169174680758504,5.858,8.38,6.596,0.932,0.608,0.526,0.09,0.448,0.202,0.112,0.406,0.198,0.402,0.168,0.104
1854,5.574310942676515,8.79568298251987,6.977941165620691,5.842,8.412,6.444,0.916,0.604,0.528,0.09,0.456,0.2,0.112,0.436,0.178,0.42,0.19,0.116
1855,5.559893573288491,8.743306023392417,6.9156650894905916,5.868,8.382,6.508,0.89,0.624,0.53,0.09,0.478,0.148,0.112,0.434,0.16,0.426,0.184,0.126
1856,5.622206948906893,8.643604974857954,6.897101253483521,5.902,8.302,6.42,0.934,0.59,0.524,0.09,0.434,0.19,0.112,0.418,0.188,0.426,0.15,0.082
1857,5.586446275193018,8.650991799736788,6.970680712440222,5.764,8.384,6.648,0.928,0.616,0.478,0.09,0.446,0.186,0.112,0.41,0.174,0.428,0.17,0.104
1858,5.522990844776781,8.690118735906237,6.941745164790694,5.84,8.34,6.49,0.928,0.598,0.542,0.09,0.44,0.196,0.112,0.432,0.172,0.424,0.146,0.12
1859,5.528866371383494,8.741628645884242,6.958109744710685,5.814,8.272,6.592,0.924,0.62,0.522,0.09,0.446,0.186,0.112,0.444,0.222,0.426,0.152,0.098
1860,5.506708141828002,8.726555963848538,6.826940069574278,5.966,8.42,6.438,0.93,0.576,0.5,0.09,0.456,0.184,0.112,0.43,0.186,0.424,0.136,0.116
1861,5.564974427273259,8.815618989813725,7.122481653706552,5.802,8.282,6.504,0.918,0.582,0.57,0.09,0.462,0.206,0.112,0.424,0.196,0.418,0.152,0.098
1862,5.602239641091654,8.792059930433588,6.958445998668875,5.816,8.298,6.304,0.934,0.556,0.51,0.09,0.452,0.188,0.112,0.44,0.176,0.432,0.154,0.082
1863,5.565800882324621,8.786090720310598,6.8540805749532,5.812,8.398,6.612,0.922,0.598,0.514,0.09,0.46,0.164,0.112,0.418,0.18,0.424,0.146,0.134
1864,5.6204665066630275,8.800050259075709,6.933642659058015,5.764,8.34,6.388,0.926,0.606,0.568,0.09,0.464,0.178,0.112,0.432,0.162,0.432,0.14,0.13
1865,5.558458049352655,8.763061277371273,6.936782309084987,5.788,8.464,6.624,0.912,0.586,0.514,0.09,0.472,0.154,0.112,0.43,0.232,0.408,0.152,0.088
1866,5.558932319331591,8.728058323663708,6.803393073578144,5.804,8.368,6.47,0.944,0.616,0.524,0.09,0.466,0.166,0.112,0.424,0.18,0.422,0.162,0.116
1867,5.58060356438304,8.736618164843573,7.038151495600564,5.776,8.42,6.39,0.932,0.576,0.524,0.09,0.478,0.194,0.112,0.452,0.188,0.434,0.156,0.1
1868,5.5443019438644106,8.714113839982867,7.018307612908902,5.756,8.368,6.516,0.92,0.636,0.528,0.09,0.43,0.192,0.112,0.428,0.186,0.42,0.152,0.1
1869,5.583856292072562,8.690015819425376,7.043350052089688,5.798,8.312,6.488,0.928,0.594,0.552,0.09,0.434,0.192,0.112,0.434,0.154,0.424,0.15,0.106
1870,5.632114081609563,8.704801451360778,7.0461858631455625,5.698,8.356,6.498,0.926,0.562,0.544,0.09,0.464,0.178,0.112,0.446,0.182,0.43,0.162,0.116
1871,5.534747658540329,8.73720026492741,7.171031919406138,5.804,8.352,6.378,0.934,0.598,0.542,0.09,0.45,0.194,0.112,0.42,0.176,0.422,0.162,0.098
1872,5.657613640091055,8.773870296954135,7.043574225476553,5.738,8.418,6.6,0.904,0.598,0.5,0.09,0.47,0.222,0.112,0.424,0.176,0.432,0.17,0.112
1873,5.534086335832656,8.779895783432606,6.820499686173066,5.882,8.478,6.476,0.924,0.606,0.524,0.09,0.458,0.174,0.112,0.448,0.208,0.412,0.15,0.106
1874,5.635494921312952,8.75558018957348,7.089826453485376,5.77,8.378,6.598,0.924,0.606,0.47,0.09,0.446,0.218,0.112,0.438,0.162,0.418,0.158,0.1
1875,5.533582457656713,8.661538621615447,7.020497636475902,5.778,8.342,6.386,0.946,0.638,0.544,0.09,0.43,0.142,0.112,0.424,0.182,0.412,0.176,0.074
1876,5.526833689195754,8.809417764534713,7.025763360901755,5.846,8.246,6.374,0.91,0.626,0.55,0.09,0.444,0.188,0.112,0.406,0.154,0.434,0.158,0.12
1877,5.624485238834044,8.716429584146598,6.890921240980416,5.854,8.342,6.642,0.93,0.642,0.5,0.09,0.458,0.18,0.112,0.406,0.18,0.434,0.18,0.088
1878,5.570775818489872,8.700792541102645,7.213573967010075,5.878,8.282,6.5,0.934,0.598,0.52,0.09,0.454,0.206,0.112,0.408,0.184,0.43,0.144,0.118
1879,5.575627808965745,8.768214024640695,7.021507453868091,5.864,8.328,6.634,0.91,0.6,0.528,0.09,0.466,0.194,0.112,0.424,0.176,0.438,0.134,0.128
1880,5.631466986563,8.745825696133593,7.008728157419062,5.818,8.244,6.284,0.938,0.618,0.526,0.09,0.444,0.21,0.112,0.448,0.17,0.438,0.152,0.108
1881,5.6142239079246155,8.833032160688457,7.0173858505403315,5.824,8.29,6.63,0.908,0.562,0.53,0.09,0.446,0.176,0.112,0.426,0.2,0.412,0.13,0.102
1882,5.639266966533399,8.77453948090566,6.995852726794174,5.748,8.35,6.662,0.938,0.612,0.5,0.09,0.456,0.174,0.112,0.45,0.184,0.424,0.17,0.118
1883,5.656264347386739,8.697382477298426,6.667377333019422,5.792,8.34,6.296,0.938,0.6,0.506,0.09,0.438,0.15,0.112,0.436,0.186,0.424,0.134,0.08
1884,5.532021850645191,8.713615946076187,7.022215050534918,5.744,8.3,6.468,0.922,0.606,0.51,0.09,0.45,0.204,0.112,0.416,0.198,0.428,0.154,0.09
1885,5.58926366978168,8.741724154543682,7.08261752042633,5.8,8.308,6.606,0.926,0.57,0.53,0.09,0.462,0.212,0.112,0.41,0.198,0.426,0.146,0.102
1886,5.578578346518202,8.724686955529517,6.850574857313767,5.788,8.388,6.622,0.916,0.582,0.506,0.09,0.452,0.164,0.112,0.44,0.198,0.43,0.156,0.114
1887,5.6038376199145485,8.764482863623908,6.984864727783382,5.672,8.436,6.41,0.926,0.588,0.58,0.09,0.464,0.192,0.112,0.448,0.154,0.43,0.158,0.112
1888,5.551024324609385,8.779420119094771,6.853477625647081,5.778,8.36,6.376,0.922,0.632,0.538,0.09,0.48,0.182,0.112,0.426,0.164,0.424,0.162,0.108
1889,5.543187720687555,8.763127303808023,6.698605597231734,5.912,8.336,6.568,0.926,0.63,0.52,0.09,0.444,0.172,0.112,0.438,0.194,0.434,0.146,0.106
1890,5.543839496697087,8.76127969045751,7.1836560989560425,5.794,8.37,6.402,0.9,0.61,0.508,0.09,0.454,0.204,0.112,0.426,0.166,0.438,0.152,0.108
1891,5.539235083145395,8.749509436455515,6.97657956321759,5.858,8.326,6.458,0.908,0.616,0.554,0.09,0.46,0.202,0.112,0.426,0.17,0.434,0.154,0.112
1892,5.577749578464498,8.782415752199661,7.090703663854936,5.87,8.356,6.554,0.916,0.62,0.518,0.09,0.442,0.224,0.112,0.43,0.176,0.434,0.152,0.102
1893,5.665851201949134,8.802224237082468,6.761736475970551,5.842,8.356,6.51,0.936,0.626,0.48,0.09,0.458,0.136,0.112,0.418,0.198,0.422,0.148,0.096
1894,5.508379441413585,8.640931026225571,6.900372095498591,5.854,8.452,6.466,0.936,0.592,0.558,0.09,0.438,0.17,0.112,0.438,0.17,0.418,0.152,0.116
1895,5.5752453898584395,8.653667482829881,7.022891394432498,5.91,8.336,6.558,0.92,0.578,0.566,0.09,0.446,0.198,0.112,0.438,0.16,0.428,0.156,0.116
1896,5.534389460892338,8.728727061165875,6.869785611431019,5.736,8.3,6.436,0.926,0.61,0.508,0.09,0.444,0.168,0.112,0.428,0.178,0.434,0.158,0.1
1897,5.6455549524852335,8.553788460689267,6.956638486421749,5.82,8.488,6.36,0.932,0.608,0.498,0.09,0.438,0.202,0.112,0.434,0.198,0.43,0.138,0.106
1898,5.569981999607801,8.77867974756947,6.853568439818085,5.836,8.42,6.51,0.936,0.636,0.56,0.09,0.462,0.182,0.112,0.414,0.196,0.424,0.176,0.108
1899,5.567599322925844,8.750408100547155,6.924269526105453,5.764,8.458,6.388,0.93,0.612,0.498,0.09,0.436,0.17,0.112,0.444,0.172,0.424,0.162,0.106
1900,5.604636647098959,8.77174157714962,7.043567505712963,5.894,8.364,6.394,0.902,0.624,0.504,0.09,0.442,0.198,0.112,0.438,0.178,0.422,0.164,0.104
1901,5.594218291661712,8.774030571921656,6.952629122367059,5.81,8.414,6.482,0.934,0.652,0.52,0.09,0.458,0.188,0.112,0.446,0.168,0.424,0.186,0.11
1902,5.543868072642087,8.7224972905513,7.134180639991522,5.816,8.468,6.612,0.908,0.634,0.564,0.09,0.452,0.212,0.112,0.43,0.168,0.404,0.154,0.132
1903,5.631260089964246,8.815865618349141,6.942875794802492,5.726,8.366,6.422,0.928,0.644,0.514,0.09,0.452,0.166,0.112,0.444,0.188,0.422,0.148,0.118
1904,5.57728950867281,8.817245209989302,7.040519707339795,5.774,8.394,6.484,0.92,0.634,0.502,0.09,0.462,0.196,0.112,0.432,0.178,0.432,0.176,0.126
1905,5.593757645893379,8.713147624679305,6.785546498592918,5.74,8.448,6.468,0.914,0.608,0.512,0.09,0.466,0.178,0.112,0.44,0.194,0.426,0.16,0.12
1906,5.556717025968724,8.750233525688564,6.9838372775314825,5.686,8.35,6.41,0.906,0.634,0.516,0.09,0.476,0.246,0.112,0.412,0.186,0.43,0.124,0.098
1907,5.580917602530361,8.809876298831288,7.114205991345264,5.796,8.296,6.446,0.918,0.61,0.51,0.09,0.46,0.204,0.112,0.406,0.166,0.424,0.14,0.086
1908,5.550017362287828,8.73167954187771,7.117467777722464,5.812,8.34,6.372,0.936,0.614,0.53,0.09,0.482,0.194,0.112,0.424,0.182,0.43,0.146,0.098
1909,5.636754644689566,8.748605489712547,6.975085918973501,5.85,8.398,6.65,0.932,0.594,0.502,0.09,0.454,0.186,0.112,0.446,0.198,0.434,0.148,0.102
1910,5.551226478003884,8.817454571226225,6.935455185462583,5.81,8.326,6.272,0.952,0.63,0.52,0.09,0.462,0.182,0.112,0.422,0.166,0.428,0.142,0.086
1911,5.622165487623244,8.822949072038348,6.945673612886012,5.79,8.398,6.41,0.908,0.616,0.51,0.09,0.45,0.206,0.112,0.46,0.172,0.434,0.148,0.11
1912,5.549023702631597,8.681208170285972,6.999919645456061,5.798,8.392,6.378,0.93,0.58,0.526,0.09,0.464,0.196,0.112,0.442,0.182,0.43,0.152,0.114
1913,5.636988139428998,8.729611858194136,6.785258666290186,5.754,8.424,6.318,0.93,0.6,0.496,0.09,0.442,0.178,0.112,0.454,0.132,0.424,0.15,0.108
1914,5.566762953455774,8.748212589352516,7.058405701895881,5.77,8.402,6.596,0.892,0.65,0.548,0.09,0.474,0.19,0.112,0.438,0.194,0.426,0.162,0.112
1915,5.537411288788867,8.704746098636251,6.774469420949917,5.816,8.374,6.596,0.912,0.606,0.532,0.09,0.47,0.176,0.112,0.434,0.156,0.44,0.15,0.126
1916,5.52561026454446,8.795264356144326,7.3300658699937795,5.852,8.304,6.462,0.92,0.612,0.524,0.09,0.46,0.234,0.112,0.436,0.182,0.42,0.134,0.096
1917,5.568916532169706,8.760661273309479,6.845457063359743,5.69,8.34,6.576,0.92,0.594,0.5,0.09,0.456,0.16,0.112,0.44,0.178,0.43,0.152,0.126
1918,5.610884890990277,8.77305156202479,6.857234998728911,5.822,8.276,6.48,0.926,0.59,0.542,0.09,0.48,0.17,0.112,0.414,0.188,0.432,0.162,0.104
1919,5.649619742169316,8.784958405686124,6.822609949960161,5.774,8.326,6.534,0.932,0.624,0.51,0.09,0.448,0.208,0.112,0.426,0.194,0.418,0.158,0.104
1920,5.512955028522958,8.802246530897705,7.127618772941295,5.95,8.394,6.388,0.914,0.63,0.488,0.09,0.462,0.204,0.112,0.402,0.202,0.426,0.186,0.108
1921,5.617691247556618,8.736392946330062,7.019541957823102,5.812,8.28,6.454,0.922,0.64,0.52,0.09,0.45,0.176,0.112,0.414,0.166,0.428,0.162,0.108
1922,5.549204007849884,8.671462280578082,6.808885336151971,5.758,8.342,6.554,0.932,0.644,0.522,0.09,0.454,0.174,0.112,0.416,0.194,0.438,0.164,0.098
1923,5.643173532668359,8.818269423774119,6.980337777614099,5.894,8.292,6.514,0.912,0.612,0.524,0.09,0.448,0.204,0.112,0.442,0.178,0.418,0.148,0.126
1924,5.562311351761605,8.800611611546131,7.1681835594635235,5.854,8.396,6.408,0.938,0.604,0.534,0.09,0.456,0.202,0.112,0.432,0.164,0.426,0.132,0.114
1925,5.644924246753695,8.770829635768964,7.027771407879534,5.826,8.314,6.502,0.912,0.61,0.498,0.09,0.444,0.194,0.112,0.436,0.174,0.416,0.13,0.108
1926,5.524014694158301,8.735161601942393,7.17072238263332,5.75,8.36,6.456,0.93,0.614,0.548,0.09,0.448,0.202,0.112,0.434,0.168,0.436,0.142,0.118
1927,5.541248281907896,8.818458898997585,6.982637024926478,5.812,8.42,6.356,0.93,0.642,0.526,0.09,0.454,0.196,0.112,0.442,0.172,0.422,0.152,0.102
1928,5.597268303413492,8.699609861390508,6.760096832541476,5.716,8.46,6.364,0.922,0.622,0.542,0.09,0.44,0.184,0.112,0.46,0.166,0.422,0.128,0.098
1929,5.559257559210229,8.800558756682209,7.044833640641414,5.812,8.316,6.412,0.912,0.548,0.506,0.09,0.48,0.202,0.112,0.42,0.178,0.428,0.156,0.11
1930,5.606310682571396,8.735075427864254,6.998717932561648,5.734,8.416,6.338,0.93,0.612,0.522,0.09,0.438,0.19,0.112,0.41,0.152,0.428,0.136,0.136
1931,5.616196996196969,8.714801377760548,6.833868540909649,5.82,8.352,6.476,0.918,0.562,0.53,0.09,0.454,0.172,0.112,0.46,0.172,0.428,0.13,0.11
1932,5.62970604687695,8.757928448981854,6.97237434427798,5.876,8.26,6.648,0.926,0.612,0.526,0.09,0.476,0.168,0.112,0.416,0.176,0.422,0.154,0.122
1933,5.618485153884353,8.713254423750744,7.014683122395585,5.648,8.37,6.482,0.922,0.592,0.506,0.09,0.456,0.158,0.112,0.428,0.172,0.422,0.152,0.104
1934,5.533117679408242,8.847501281128265,7.128261291772803,5.768,8.348,6.46,0.894,0.608,0.518,0.09,0.472,0.218,0.112,0.428,0.164,0.426,0.136,0.128
1935,5.562618953685414,8.67280757385621,6.98750238060545,5.794,8.334,6.842,0.92,0.604,0.5,0.09,0.432,0.192,0.112,0.432,0.198,0.444,0.156,0.116
1936,5.54564262223832,8.752071987086794,6.79011973450531,5.782,8.422,6.6,0.92,0.598,0.542,0.09,0.454,0.186,0.112,0.43,0.182,0.442,0.148,0.108
1937,5.655797073684962,8.615239947161523,6.901687975963326,5.742,8.318,6.516,0.932,0.614,0.53,0.09,0.45,0.178,0.112,0.422,0.17,0.434,0.17,0.118
1938,5.646891362026294,8.675060690977833,6.965276394705835,5.802,8.33,6.418,0.926,0.576,0.512,0.09,0.456,0.18,0.112,0.43,0.192,0.436,0.166,0.114
1939,5.586785260744141,8.814709780467334,7.0099139255873055,5.696,8.352,6.512,0.944,0.61,0.522,0.09,0.466,0.2,0.112,0.446,0.16,0.434,0.17,0.11
1940,5.5472083649478146,8.75101491020401,6.890453579273949,5.804,8.422,6.376,0.934,0.632,0.496,0.09,0.458,0.17,0.112,0.446,0.17,0.432,0.162,0.13
1941,5.557651326728425,8.751369274261702,6.988941241780998,5.802,8.42,6.524,0.928,0.618,0.514,0.09,0.458,0.196,0.112,0.44,0.17,0.448,0.13,0.09
1942,5.565548978585303,8.780049716686547,7.083680833842741,5.818,8.394,6.486,0.92,0.582,0.552,0.09,0.466,0.176,0.112,0.45,0.192,0.428,0.118,0.148
1943,5.598809638511677,8.827566639646127,6.960046571773724,5.804,8.404,6.384,0.906,0.596,0.53,0.09,0.462,0.196,0.112,0.434,0.174,0.426,0.186,0.106
1944,5.597262027064035,8.749616133457756,7.066143711041167,5.85,8.364,6.346,0.924,0.636,0.532,0.09,0.454,0.18,0.112,0.44,0.178,0.432,0.182,0.112
1945,5.525871148508994,8.693034168596785,6.927943359132945,5.758,8.464,6.432,0.918,0.614,0.492,0.09,0.452,0.22,0.112,0.45,0.192,0.414,0.134,0.114
1946,5.6063673118928445,8.789784009338641,7.191011142281597,5.78,8.274,6.292,0.894,0.602,0.506,0.09,0.46,0.224,0.112,0.418,0.176,0.43,0.154,0.112
1947,5.602594792122151,8.792002103806961,7.0610633115941575,5.772,8.282,6.56,0.942,0.648,0.524,0.09,0.468,0.192,0.112,0.434,0.182,0.436,0.136,0.104
1948,5.567762836374486,8.752625887456723,7.012359479138494,5.776,8.332,6.492,0.91,0.6,0.506,0.09,0.464,0.19,0.112,0.424,0.198,0.436,0.17,0.12
1949,5.5445104332479955,8.767111706132223,6.995518114859243,5.77,8.35,6.576,0.93,0.61,0.544,0.09,0.48,0.206,0.112,0.438,0.18,0.422,0.148,0.134
1950,5.577205139955772,8.7434541783356,7.088262430366727,5.716,8.234,6.34,0.924,0.614,0.518,0.09,0.452,0.232,0.112,0.428,0.168,0.442,0.152,0.09
1951,5.550400878586241,8.71007900602409,6.8059725545921514,5.858,8.292,6.47,0.916,0.592,0.504,0.09,0.438,0.172,0.112,0.42,0.182,0.422,0.142,0.116
1952,5.583257609992224,8.684012452111295,7.054448916288818,5.764,8.41,6.506,0.928,0.632,0.562,0.09,0.446,0.192,0.112,0.422,0.184,0.434,0.176,0.128
1953,5.5919700438141895,8.82207544194349,6.833703814526301,5.834,8.442,6.556,0.92,0.628,0.502,0.09,0.45,0.17,0.112,0.456,0.196,0.43,0.13,0.12
1954,5.492091626838234,8.797342742553061,6.962979138168257,5.646,8.198,6.352,0.924,0.628,0.548,0.09,0.468,0.186,0.112,0.43,0.16,0.424,0.17,0.138
1955,5.621736646275084,8.783485642244514,6.773377561161166,5.712,8.332,6.358,0.938,0.588,0.518,0.09,0.464,0.186,0.112,0.428,0.166,0.432,0.158,0.13
1956,5.543061096006706,8.763309349862944,6.914015824278237,5.784,8.338,6.48,0.922,0.568,0.532,0.09,0.45,0.158,0.112,0.438,0.184,0.418,0.146,0.114
1957,5.59412421725736,8.8406626774114,7.011433287433081,5.772,8.332,6.348,0.928,0.648,0.506,0.09,0.468,0.208,0.112,0.422,0.184,0.436,0.168,0.09
1958,5.62284254227033,8.71520160226153,6.9141111086102,5.75,8.288,6.548,0.934,0.594,0.55,0.09,0.462,0.198,0.112,0.428,0.192,0.44,0.176,0.12
1959,5.677271393748962,8.83282215634925,7.097361367862537,5.832,8.394,6.544,0.936,0.622,0.456,0.09,0.466,0.214,0.112,0.442,0.22,0.422,0.158,0.072
1960,5.582124121157814,8.71323425088954,6.886691052338316,5.828,8.35,6.54,0.914,0.606,0.564,0.09,0.474,0.192,0.112,0.426,0.198,0.41,0.136,0.104
1961,5.544792150808118,8.694005943831728,7.02740138820635,5.858,8.294,6.614,0.926,0.62,0.526,0.09,0.474,0.216,0.112,0.45,0.188,0.424,0.138,0.098
1962,5.539628101761103,8.739683041186836,6.912025477931333,5.806,8.284,6.512,0.936,0.6,0.54,0.09,0.436,0.184,0.112,0.416,0.166,0.436,0.168,0.11
1963,5.6259734360696285,8.742454432753838,7.064949603065517,5.852,8.4,6.646,0.916,0.588,0.512,0.09,0.464,0.19,0.112,0.448,0.176,0.416,0.146,0.112
1964,5.6225440194759475,8.689317904335912,7.087636753160656,5.768,8.368,6.598,0.908,0.612,0.556,0.09,0.448,0.206,0.112,0.424,0.216,0.434,0.174,0.112
1965,5.618005480165478,8.657132331312424,6.941292116929436,5.76,8.392,6.528,0.93,0.616,0.532,0.09,0.454,0.166,0.112,0.436,0.184,0.422,0.156,0.142
1966,5.660858000903428,8.62359563945295,6.9819666746991675,5.864,8.384,6.486,0.926,0.64,0.522,0.09,0.44,0.178,0.112,0.452,0.22,0.428,0.168,0.084
1967,5.582314655464325,8.766953909950969,6.866231730709533,5.682,8.406,6.476,0.918,0.598,0.498,0.09,0.454,0.212,0.112,0.416,0.168,0.426,0.142,0.086
1968,5.59936973860541,8.729691744988475,6.807963107845307,5.762,8.406,6.498,0.938,0.602,0.534,0.09,0.46,0.156,0.112,0.428,0.184,0.43,0.174,0.112
1969,5.583976100268016,8.775190826930539,6.840741372327277,5.77,8.418,6.634,0.932,0.62,0.544,0.09,0.472,0.162,0.112,0.43,0.188,0.42,0.136,0.12
1970,5.644572035342726,8.716871146190332,7.191886307977049,5.82,8.386,6.49,0.922,0.61,0.534,0.09,0.448,0.188,0.112,0.44,0.186,0.438,0.148,0.108
1971,5.575778188211568,8.602749801935126,6.832818991729485,5.84,8.382,6.498,0.942,0.63,0.54,0.09,0.452,0.168,0.112,0.428,0.168,0.418,0.174,0.118
1972,5.585457896573867,8.720306626428393,6.939662041133261,5.792,8.368,6.774,0.928,0.59,0.526,0.09,0.452,0.184,0.112,0.446,0.174,0.414,0.158,0.11
1973,5.563209148881032,8.669755117250583,7.0328160996488585,5.854,8.31,6.566,0.934,0.636,0.504,0.09,0.482,0.178,0.112,0.418,0.188,0.438,0.184,0.11
1974,5.558831731130293,8.666045528808093,6.957432940279155,5.646,8.42,6.532,0.918,0.644,0.49,0.09,0.454,0.206,0.112,0.446,0.188,0.43,0.156,0.092
1975,5.581023095904084,8.686936707537827,7.002111401502256,5.764,8.274,6.408,0.93,0.6,0.55,0.09,0.442,0.184,0.112,0.45,0.172,0.416,0.144,0.088
1976,5.580235727914239,8.714814932457644,7.081997733706203,5.838,8.386,6.316,0.928,0.606,0.54,0.09,0.47,0.186,0.112,0.43,0.164,0.412,0.134,0.148
1977,5.580813905196751,8.739107536942793,6.855771898069657,5.896,8.38,6.59,0.93,0.596,0.582,0.09,0.466,0.164,0.112,0.42,0.182,0.434,0.136,0.106
1978,5.617985067783417,8.81012086282057,6.974763533707832,5.802,8.502,6.574,0.918,0.608,0.498,0.09,0.472,0.174,0.112,0.46,0.204,0.43,0.162,0.106
1979,5.650981555162915,8.701226404686087,6.87645562474575,5.712,8.354,6.588,0.94,0.598,0.528,0.09,0.462,0.19,0.112,0.442,0.14,0.42,0.14,0.138
1980,5.564570945337196,8.666553803507885,6.9370501199073455,5.786,8.394,6.574,0.932,0.6,0.518,0.09,0.44,0.222,0.112,0.474,0.196,0.444,0.166,0.11
1981,5.596326067620272,8.7950255210357,7.064525028850151,5.652,8.396,6.378,0.928,0.626,0.524,0.09,0.468,0.196,0.112,0.444,0.158,0.446,0.152,0.098
1982,5.6188064781617655,8.651105549623033,6.944929091791087,5.778,8.394,6.488,0.894,0.624,0.524,0.09,0.44,0.176,0.112,0.418,0.212,0.428,0.158,0.11
1983,5.5873611786416495,8.664907488357562,6.898868663661521,5.81,8.314,6.512,0.912,0.598,0.514,0.09,0.44,0.19,0.112,0.424,0.198,0.42,0.124,0.114
1984,5.516659168523841,8.702632733795292,7.244042380187914,5.8,8.37,6.536,0.936,0.6,0.492,0.09,0.474,0.214,0.112,0.426,0.18,0.442,0.17,0.1
1985,5.64817354763811,8.744056255519805,6.7983214235864695,5.712,8.37,6.598,0.952,0.626,0.53,0.09,0.438,0.16,0.112,0.426,0.18,0.412,0.162,0.126
1986,5.484211481164488,8.800790949348643,7.031308293874327,5.852,8.428,6.378,0.932,0.592,0.532,0.09,0.448,0.216,0.112,0.442,0.142,0.436,0.16,0.116
